"FIPS","YEAR","LINECODE","LINETITLE","AREANAME","VALUE"
"13123",1978,"0020","Population (persons)","Gilmer, Georgia [13123]",10841.00
"13123",1979,"0020","Population (persons)","Gilmer, Georgia [13123]",10973.00
"13123",1980,"0020","Population (persons)","Gilmer, Georgia [13123]",11133.00
"13123",1981,"0020","Population (persons)","Gilmer, Georgia [13123]",11205.00
"13123",1982,"0020","Population (persons)","Gilmer, Georgia [13123]",11413.00
"13123",1983,"0020","Population (persons)","Gilmer, Georgia [13123]",11378.00
"13123",1984,"0020","Population (persons)","Gilmer, Georgia [13123]",11661.00
"13123",1985,"0020","Population (persons)","Gilmer, Georgia [13123]",11895.00
"13123",1986,"0020","Population (persons)","Gilmer, Georgia [13123]",12184.00
"13123",1987,"0020","Population (persons)","Gilmer, Georgia [13123]",12470.00
"13123",1988,"0020","Population (persons)","Gilmer, Georgia [13123]",12786.00
"13123",1989,"0020","Population (persons)","Gilmer, Georgia [13123]",13204.00
"13125",1969,"0020","Population (persons)","Glascock, Georgia [13125]",2319.00
"13125",1970,"0020","Population (persons)","Glascock, Georgia [13125]",2285.00
"13125",1971,"0020","Population (persons)","Glascock, Georgia [13125]",2298.00
"13125",1972,"0020","Population (persons)","Glascock, Georgia [13125]",2312.00
"13125",1973,"0020","Population (persons)","Glascock, Georgia [13125]",2259.00
"13125",1974,"0020","Population (persons)","Glascock, Georgia [13125]",2253.00
"13125",1975,"0020","Population (persons)","Glascock, Georgia [13125]",2208.00
"13125",1976,"0020","Population (persons)","Glascock, Georgia [13125]",2179.00
"13125",1977,"0020","Population (persons)","Glascock, Georgia [13125]",2211.00
"13125",1978,"0020","Population (persons)","Glascock, Georgia [13125]",2206.00
"13125",1979,"0020","Population (persons)","Glascock, Georgia [13125]",2189.00
"13125",1980,"0020","Population (persons)","Glascock, Georgia [13125]",2386.00
"13125",1981,"0020","Population (persons)","Glascock, Georgia [13125]",2403.00
"13125",1982,"0020","Population (persons)","Glascock, Georgia [13125]",2407.00
"13125",1997,"0020","Population (persons)","Glascock, Georgia [13125]",2512.00
"13125",1998,"0020","Population (persons)","Glascock, Georgia [13125]",2546.00
"13125",1999,"0020","Population (persons)","Glascock, Georgia [13125]",2562.00
"13125",2000,"0020","Population (persons)","Glascock, Georgia [13125]",2556.00
"13125",2001,"0020","Population (persons)","Glascock, Georgia [13125]",2563.00
"13125",2002,"0020","Population (persons)","Glascock, Georgia [13125]",2595.00
"13125",2003,"0020","Population (persons)","Glascock, Georgia [13125]",2589.00
"13127",1969,"0020","Population (persons)","Glynn, Georgia [13127]",50198.00
"13127",1970,"0020","Population (persons)","Glynn, Georgia [13127]",50707.00
"13127",1971,"0020","Population (persons)","Glynn, Georgia [13127]",52139.00
"13127",1972,"0020","Population (persons)","Glynn, Georgia [13127]",53254.00
"13127",1973,"0020","Population (persons)","Glynn, Georgia [13127]",53611.00
"13127",1974,"0020","Population (persons)","Glynn, Georgia [13127]",52641.00
"13127",1975,"0020","Population (persons)","Glynn, Georgia [13127]",51176.00
"13127",1990,"0020","Population (persons)","Glynn, Georgia [13127]",62691.00
"13127",1991,"0020","Population (persons)","Glynn, Georgia [13127]",63229.00
"13127",1992,"0020","Population (persons)","Glynn, Georgia [13127]",63608.00
"13127",1993,"0020","Population (persons)","Glynn, Georgia [13127]",64533.00
"13127",1994,"0020","Population (persons)","Glynn, Georgia [13127]",64657.00
"13127",1995,"0020","Population (persons)","Glynn, Georgia [13127]",65106.00
"13127",1996,"0020","Population (persons)","Glynn, Georgia [13127]",65565.00
"13127",1997,"0020","Population (persons)","Glynn, Georgia [13127]",66170.00
"13127",1998,"0020","Population (persons)","Glynn, Georgia [13127]",66808.00
"13127",1999,"0020","Population (persons)","Glynn, Georgia [13127]",67426.00
"13127",2000,"0020","Population (persons)","Glynn, Georgia [13127]",67669.00
"13127",2001,"0020","Population (persons)","Glynn, Georgia [13127]",68512.00
"13127",2002,"0020","Population (persons)","Glynn, Georgia [13127]",69415.00
"13127",2003,"0020","Population (persons)","Glynn, Georgia [13127]",70356.00
"13129",1983,"0020","Population (persons)","Gordon, Georgia [13129]",31063.00
"13129",1984,"0020","Population (persons)","Gordon, Georgia [13129]",31901.00
"13129",1985,"0020","Population (persons)","Gordon, Georgia [13129]",32557.00
"13129",1986,"0020","Population (persons)","Gordon, Georgia [13129]",32842.00
"13129",1987,"0020","Population (persons)","Gordon, Georgia [13129]",33496.00
"13129",1988,"0020","Population (persons)","Gordon, Georgia [13129]",34179.00
"13129",1989,"0020","Population (persons)","Gordon, Georgia [13129]",34845.00
"13129",1990,"0020","Population (persons)","Gordon, Georgia [13129]",35233.00
"13129",1991,"0020","Population (persons)","Gordon, Georgia [13129]",35818.00
"13129",1992,"0020","Population (persons)","Gordon, Georgia [13129]",36494.00
"13129",1993,"0020","Population (persons)","Gordon, Georgia [13129]",37494.00
"13129",1994,"0020","Population (persons)","Gordon, Georgia [13129]",38193.00
"13129",1995,"0020","Population (persons)","Gordon, Georgia [13129]",39048.00
"13129",1996,"0020","Population (persons)","Gordon, Georgia [13129]",40029.00
"13129",1997,"0020","Population (persons)","Gordon, Georgia [13129]",41230.00
"13129",1998,"0020","Population (persons)","Gordon, Georgia [13129]",42269.00
"13129",1999,"0020","Population (persons)","Gordon, Georgia [13129]",43354.00
"13129",2000,"0020","Population (persons)","Gordon, Georgia [13129]",44371.00
"13129",2001,"0020","Population (persons)","Gordon, Georgia [13129]",45722.00
"13129",2002,"0020","Population (persons)","Gordon, Georgia [13129]",46691.00
"13129",2003,"0020","Population (persons)","Gordon, Georgia [13129]",47851.00
"13131",1969,"0020","Population (persons)","Grady, Georgia [13131]",17953.00
"13131",1970,"0020","Population (persons)","Grady, Georgia [13131]",17790.00
"13131",1971,"0020","Population (persons)","Grady, Georgia [13131]",17699.00
"13131",1972,"0020","Population (persons)","Grady, Georgia [13131]",18084.00
"13131",1973,"0020","Population (persons)","Grady, Georgia [13131]",18418.00
"13131",1974,"0020","Population (persons)","Grady, Georgia [13131]",18594.00
"13131",1975,"0020","Population (persons)","Grady, Georgia [13131]",19189.00
"13131",1990,"0020","Population (persons)","Grady, Georgia [13131]",20376.00
"13131",1991,"0020","Population (persons)","Grady, Georgia [13131]",20635.00
"13131",1992,"0020","Population (persons)","Grady, Georgia [13131]",20972.00
"13131",1993,"0020","Population (persons)","Grady, Georgia [13131]",21499.00
"13131",1994,"0020","Population (persons)","Grady, Georgia [13131]",21873.00
"13131",1995,"0020","Population (persons)","Grady, Georgia [13131]",22311.00
"13131",1996,"0020","Population (persons)","Grady, Georgia [13131]",22773.00
"13131",1997,"0020","Population (persons)","Grady, Georgia [13131]",23018.00
"13131",1998,"0020","Population (persons)","Grady, Georgia [13131]",23149.00
"13131",1999,"0020","Population (persons)","Grady, Georgia [13131]",23568.00
"13131",2000,"0020","Population (persons)","Grady, Georgia [13131]",23661.00
"13131",2001,"0020","Population (persons)","Grady, Georgia [13131]",23876.00
"13131",2002,"0020","Population (persons)","Grady, Georgia [13131]",23956.00
"13131",2003,"0020","Population (persons)","Grady, Georgia [13131]",24087.00
"13133",1983,"0020","Population (persons)","Greene, Georgia [13133]",11683.00
"13133",1984,"0020","Population (persons)","Greene, Georgia [13133]",11709.00
"13133",1985,"0020","Population (persons)","Greene, Georgia [13133]",11619.00
"13133",1986,"0020","Population (persons)","Greene, Georgia [13133]",11524.00
"13133",1987,"0020","Population (persons)","Greene, Georgia [13133]",11503.00
"13133",1988,"0020","Population (persons)","Greene, Georgia [13133]",11695.00
"13133",1989,"0020","Population (persons)","Greene, Georgia [13133]",11728.00
"13133",1990,"0020","Population (persons)","Greene, Georgia [13133]",11849.00
"13133",1991,"0020","Population (persons)","Greene, Georgia [13133]",12092.00
"13133",1992,"0020","Population (persons)","Greene, Georgia [13133]",12166.00
"13133",1993,"0020","Population (persons)","Greene, Georgia [13133]",12438.00
"13133",1994,"0020","Population (persons)","Greene, Georgia [13133]",12646.00
"13133",1995,"0020","Population (persons)","Greene, Georgia [13133]",12825.00
"13133",1996,"0020","Population (persons)","Greene, Georgia [13133]",13070.00
"13135",1976,"0020","Population (persons)","Gwinnett, Georgia [13135]",126486.00
"13135",1977,"0020","Population (persons)","Gwinnett, Georgia [13135]",135409.00
"13135",1978,"0020","Population (persons)","Gwinnett, Georgia [13135]",145186.00
"13135",1979,"0020","Population (persons)","Gwinnett, Georgia [13135]",156350.00
"13135",1980,"0020","Population (persons)","Gwinnett, Georgia [13135]",169344.00
"13135",1981,"0020","Population (persons)","Gwinnett, Georgia [13135]",179135.00
"13135",1982,"0020","Population (persons)","Gwinnett, Georgia [13135]",192057.00
"13135",1983,"0020","Population (persons)","Gwinnett, Georgia [13135]",208337.00
"13135",1984,"0020","Population (persons)","Gwinnett, Georgia [13135]",229270.00
"13135",1985,"0020","Population (persons)","Gwinnett, Georgia [13135]",253023.00
"13135",1986,"0020","Population (persons)","Gwinnett, Georgia [13135]",277263.00
"13135",1987,"0020","Population (persons)","Gwinnett, Georgia [13135]",301620.00
"13135",1988,"0020","Population (persons)","Gwinnett, Georgia [13135]",323528.00
"13135",1989,"0020","Population (persons)","Gwinnett, Georgia [13135]",341985.00
"13137",1969,"0020","Population (persons)","Habersham, Georgia [13137]",20656.00
"13137",1970,"0020","Population (persons)","Habersham, Georgia [13137]",20784.00
"13137",1971,"0020","Population (persons)","Habersham, Georgia [13137]",21368.00
"13137",1972,"0020","Population (persons)","Habersham, Georgia [13137]",22113.00
"13137",1973,"0020","Population (persons)","Habersham, Georgia [13137]",22389.00
"13137",1974,"0020","Population (persons)","Habersham, Georgia [13137]",23005.00
"13137",1975,"0020","Population (persons)","Habersham, Georgia [13137]",23558.00
"13137",1976,"0020","Population (persons)","Habersham, Georgia [13137]",24367.00
"13137",1977,"0020","Population (persons)","Habersham, Georgia [13137]",24807.00
"13137",1978,"0020","Population (persons)","Habersham, Georgia [13137]",25285.00
"13137",1979,"0020","Population (persons)","Habersham, Georgia [13137]",24961.00
"13137",1980,"0020","Population (persons)","Habersham, Georgia [13137]",25081.00
"13137",1981,"0020","Population (persons)","Habersham, Georgia [13137]",25282.00
"13137",1982,"0020","Population (persons)","Habersham, Georgia [13137]",25810.00
"13137",1997,"0020","Population (persons)","Habersham, Georgia [13137]",33187.00
"13137",1998,"0020","Population (persons)","Habersham, Georgia [13137]",33984.00
"13137",1999,"0020","Population (persons)","Habersham, Georgia [13137]",35196.00
"13137",2000,"0020","Population (persons)","Habersham, Georgia [13137]",36135.00
"13137",2001,"0020","Population (persons)","Habersham, Georgia [13137]",37149.00
"13137",2002,"0020","Population (persons)","Habersham, Georgia [13137]",37819.00
"13137",2003,"0020","Population (persons)","Habersham, Georgia [13137]",38539.00
"13139",1969,"0020","Population (persons)","Hall, Georgia [13139]",58192.00
"13139",1970,"0020","Population (persons)","Hall, Georgia [13139]",59814.00
"13139",1971,"0020","Population (persons)","Hall, Georgia [13139]",62007.00
"13139",1972,"0020","Population (persons)","Hall, Georgia [13139]",63406.00
"13139",1973,"0020","Population (persons)","Hall, Georgia [13139]",65831.00
"13139",1974,"0020","Population (persons)","Hall, Georgia [13139]",66786.00
"13139",1975,"0020","Population (persons)","Hall, Georgia [13139]",69063.00
"13139",1990,"0020","Population (persons)","Hall, Georgia [13139]",96215.00
"13139",1991,"0020","Population (persons)","Hall, Georgia [13139]",99525.00
"13139",1992,"0020","Population (persons)","Hall, Georgia [13139]",102186.00
"13139",1993,"0020","Population (persons)","Hall, Georgia [13139]",105903.00
"13139",1994,"0020","Population (persons)","Hall, Georgia [13139]",110029.00
"13139",1995,"0020","Population (persons)","Hall, Georgia [13139]",114464.00
"13139",1996,"0020","Population (persons)","Hall, Georgia [13139]",119147.00
"13139",1997,"0020","Population (persons)","Hall, Georgia [13139]",124219.00
"13139",1998,"0020","Population (persons)","Hall, Georgia [13139]",129182.00
"13139",1999,"0020","Population (persons)","Hall, Georgia [13139]",134781.00
"13139",2000,"0020","Population (persons)","Hall, Georgia [13139]",140919.00
"13139",2001,"0020","Population (persons)","Hall, Georgia [13139]",146898.00
"13139",2002,"0020","Population (persons)","Hall, Georgia [13139]",151829.00
"13139",2003,"0020","Population (persons)","Hall, Georgia [13139]",156361.00
"13141",1983,"0020","Population (persons)","Hancock, Georgia [13141]",9328.00
"13141",1984,"0020","Population (persons)","Hancock, Georgia [13141]",9408.00
"13141",1985,"0020","Population (persons)","Hancock, Georgia [13141]",9347.00
"13141",1986,"0020","Population (persons)","Hancock, Georgia [13141]",9245.00
"13141",1987,"0020","Population (persons)","Hancock, Georgia [13141]",9198.00
"13141",1988,"0020","Population (persons)","Hancock, Georgia [13141]",9045.00
"13141",1989,"0020","Population (persons)","Hancock, Georgia [13141]",9010.00
"13141",1990,"0020","Population (persons)","Hancock, Georgia [13141]",8930.00
"13141",1991,"0020","Population (persons)","Hancock, Georgia [13141]",9054.00
"13141",1992,"0020","Population (persons)","Hancock, Georgia [13141]",9211.00
"13141",1993,"0020","Population (persons)","Hancock, Georgia [13141]",9372.00
"13141",1994,"0020","Population (persons)","Hancock, Georgia [13141]",9454.00
"13141",1995,"0020","Population (persons)","Hancock, Georgia [13141]",9643.00
"13141",1996,"0020","Population (persons)","Hancock, Georgia [13141]",9635.00
"13131",1976,"0020","Population (persons)","Grady, Georgia [13131]",19348.00
"13131",1977,"0020","Population (persons)","Grady, Georgia [13131]",19708.00
"13131",1978,"0020","Population (persons)","Grady, Georgia [13131]",19778.00
"13131",1979,"0020","Population (persons)","Grady, Georgia [13131]",19829.00
"13131",1980,"0020","Population (persons)","Grady, Georgia [13131]",19855.00
"13131",1981,"0020","Population (persons)","Grady, Georgia [13131]",19862.00
"13131",1982,"0020","Population (persons)","Grady, Georgia [13131]",19782.00
"13131",1983,"0020","Population (persons)","Grady, Georgia [13131]",19818.00
"13131",1984,"0020","Population (persons)","Grady, Georgia [13131]",20661.00
"13131",1985,"0020","Population (persons)","Grady, Georgia [13131]",20794.00
"13131",1986,"0020","Population (persons)","Grady, Georgia [13131]",20710.00
"13131",1987,"0020","Population (persons)","Grady, Georgia [13131]",20553.00
"13131",1988,"0020","Population (persons)","Grady, Georgia [13131]",20446.00
"13131",1989,"0020","Population (persons)","Grady, Georgia [13131]",20335.00
"13133",1969,"0020","Population (persons)","Greene, Georgia [13133]",10273.00
"13133",1970,"0020","Population (persons)","Greene, Georgia [13133]",10174.00
"13133",1971,"0020","Population (persons)","Greene, Georgia [13133]",10144.00
"13133",1972,"0020","Population (persons)","Greene, Georgia [13133]",10469.00
"13133",1973,"0020","Population (persons)","Greene, Georgia [13133]",10682.00
"13133",1974,"0020","Population (persons)","Greene, Georgia [13133]",10885.00
"13133",1975,"0020","Population (persons)","Greene, Georgia [13133]",11048.00
"13133",1976,"0020","Population (persons)","Greene, Georgia [13133]",11117.00
"13133",1977,"0020","Population (persons)","Greene, Georgia [13133]",11312.00
"13133",1978,"0020","Population (persons)","Greene, Georgia [13133]",11420.00
"13133",1979,"0020","Population (persons)","Greene, Georgia [13133]",11543.00
"13133",1980,"0020","Population (persons)","Greene, Georgia [13133]",11421.00
"13133",1981,"0020","Population (persons)","Greene, Georgia [13133]",11521.00
"13133",1982,"0020","Population (persons)","Greene, Georgia [13133]",11512.00
"13133",1997,"0020","Population (persons)","Greene, Georgia [13133]",13419.00
"13133",1998,"0020","Population (persons)","Greene, Georgia [13133]",13712.00
"13133",1999,"0020","Population (persons)","Greene, Georgia [13133]",14199.00
"13133",2000,"0020","Population (persons)","Greene, Georgia [13133]",14457.00
"13133",2001,"0020","Population (persons)","Greene, Georgia [13133]",14795.00
"13133",2002,"0020","Population (persons)","Greene, Georgia [13133]",15164.00
"13133",2003,"0020","Population (persons)","Greene, Georgia [13133]",15366.00
"13135",1969,"0020","Population (persons)","Gwinnett, Georgia [13135]",69074.00
"13135",1970,"0020","Population (persons)","Gwinnett, Georgia [13135]",73498.00
"13135",1971,"0020","Population (persons)","Gwinnett, Georgia [13135]",78964.00
"13135",1972,"0020","Population (persons)","Gwinnett, Georgia [13135]",84117.00
"13135",1973,"0020","Population (persons)","Gwinnett, Georgia [13135]",99907.00
"13135",1974,"0020","Population (persons)","Gwinnett, Georgia [13135]",110801.00
"13135",1975,"0020","Population (persons)","Gwinnett, Georgia [13135]",118468.00
"13135",1990,"0020","Population (persons)","Gwinnett, Georgia [13135]",356979.00
"13135",1991,"0020","Population (persons)","Gwinnett, Georgia [13135]",374266.00
"13135",1992,"0020","Population (persons)","Gwinnett, Georgia [13135]",394210.00
"13135",1993,"0020","Population (persons)","Gwinnett, Georgia [13135]",417581.00
"13135",1994,"0020","Population (persons)","Gwinnett, Georgia [13135]",441474.00
"13135",1995,"0020","Population (persons)","Gwinnett, Georgia [13135]",467292.00
"13135",1996,"0020","Population (persons)","Gwinnett, Georgia [13135]",489382.00
"13135",1997,"0020","Population (persons)","Gwinnett, Georgia [13135]",516032.00
"13135",1998,"0020","Population (persons)","Gwinnett, Georgia [13135]",540954.00
"13135",1999,"0020","Population (persons)","Gwinnett, Georgia [13135]",567569.00
"13135",2000,"0020","Population (persons)","Gwinnett, Georgia [13135]",596544.00
"13135",2001,"0020","Population (persons)","Gwinnett, Georgia [13135]",623621.00
"13135",2002,"0020","Population (persons)","Gwinnett, Georgia [13135]",648833.00
"13135",2003,"0020","Population (persons)","Gwinnett, Georgia [13135]",673774.00
"13137",1983,"0020","Population (persons)","Habersham, Georgia [13137]",25972.00
"13137",1984,"0020","Population (persons)","Habersham, Georgia [13137]",26043.00
"13137",1985,"0020","Population (persons)","Habersham, Georgia [13137]",26171.00
"13137",1986,"0020","Population (persons)","Habersham, Georgia [13137]",26519.00
"13137",1987,"0020","Population (persons)","Habersham, Georgia [13137]",26796.00
"13137",1988,"0020","Population (persons)","Habersham, Georgia [13137]",27137.00
"13137",1989,"0020","Population (persons)","Habersham, Georgia [13137]",27424.00
"13137",1990,"0020","Population (persons)","Habersham, Georgia [13137]",27799.00
"13137",1991,"0020","Population (persons)","Habersham, Georgia [13137]",28422.00
"13137",1992,"0020","Population (persons)","Habersham, Georgia [13137]",29141.00
"13137",1993,"0020","Population (persons)","Habersham, Georgia [13137]",29949.00
"13137",1994,"0020","Population (persons)","Habersham, Georgia [13137]",30553.00
"13137",1995,"0020","Population (persons)","Habersham, Georgia [13137]",31467.00
"13137",1996,"0020","Population (persons)","Habersham, Georgia [13137]",32320.00
"13139",1976,"0020","Population (persons)","Hall, Georgia [13139]",69626.00
"13139",1977,"0020","Population (persons)","Hall, Georgia [13139]",71185.00
"13139",1978,"0020","Population (persons)","Hall, Georgia [13139]",72534.00
"13139",1979,"0020","Population (persons)","Hall, Georgia [13139]",74275.00
"13139",1980,"0020","Population (persons)","Hall, Georgia [13139]",76074.00
"13139",1981,"0020","Population (persons)","Hall, Georgia [13139]",77629.00
"13139",1982,"0020","Population (persons)","Hall, Georgia [13139]",78832.00
"13139",1983,"0020","Population (persons)","Hall, Georgia [13139]",80278.00
"13139",1984,"0020","Population (persons)","Hall, Georgia [13139]",82024.00
"13139",1985,"0020","Population (persons)","Hall, Georgia [13139]",84174.00
"13139",1986,"0020","Population (persons)","Hall, Georgia [13139]",87054.00
"13139",1987,"0020","Population (persons)","Hall, Georgia [13139]",89092.00
"13139",1988,"0020","Population (persons)","Hall, Georgia [13139]",91583.00
"13139",1989,"0020","Population (persons)","Hall, Georgia [13139]",93865.00
"13141",1969,"0020","Population (persons)","Hancock, Georgia [13141]",9031.00
"13141",1970,"0020","Population (persons)","Hancock, Georgia [13141]",9059.00
"13141",1971,"0020","Population (persons)","Hancock, Georgia [13141]",9332.00
"13141",1972,"0020","Population (persons)","Hancock, Georgia [13141]",9377.00
"13141",1973,"0020","Population (persons)","Hancock, Georgia [13141]",9453.00
"13141",1974,"0020","Population (persons)","Hancock, Georgia [13141]",9414.00
"13141",1975,"0020","Population (persons)","Hancock, Georgia [13141]",9456.00
"13141",1976,"0020","Population (persons)","Hancock, Georgia [13141]",9489.00
"13141",1977,"0020","Population (persons)","Hancock, Georgia [13141]",9543.00
"13141",1978,"0020","Population (persons)","Hancock, Georgia [13141]",9563.00
"13141",1979,"0020","Population (persons)","Hancock, Georgia [13141]",9512.00
"13141",1980,"0020","Population (persons)","Hancock, Georgia [13141]",9472.00
"13141",1981,"0020","Population (persons)","Hancock, Georgia [13141]",9479.00
"13141",1982,"0020","Population (persons)","Hancock, Georgia [13141]",9379.00
"13141",1997,"0020","Population (persons)","Hancock, Georgia [13141]",9785.00
"13141",1998,"0020","Population (persons)","Hancock, Georgia [13141]",10058.00
"13141",1999,"0020","Population (persons)","Hancock, Georgia [13141]",10021.00
"13141",2000,"0020","Population (persons)","Hancock, Georgia [13141]",10051.00
"13141",2001,"0020","Population (persons)","Hancock, Georgia [13141]",10048.00
"13141",2002,"0020","Population (persons)","Hancock, Georgia [13141]",10030.00
"13141",2003,"0020","Population (persons)","Hancock, Georgia [13141]",9980.00
"13143",1969,"0020","Population (persons)","Haralson, Georgia [13143]",15837.00
"13143",1970,"0020","Population (persons)","Haralson, Georgia [13143]",16030.00
"13143",1971,"0020","Population (persons)","Haralson, Georgia [13143]",16503.00
"13143",1972,"0020","Population (persons)","Haralson, Georgia [13143]",16976.00
"13143",1973,"0020","Population (persons)","Haralson, Georgia [13143]",17118.00
"13143",1974,"0020","Population (persons)","Haralson, Georgia [13143]",17273.00
"13143",1975,"0020","Population (persons)","Haralson, Georgia [13143]",17529.00
"13143",1976,"0020","Population (persons)","Haralson, Georgia [13143]",17771.00
"13143",1977,"0020","Population (persons)","Haralson, Georgia [13143]",17896.00
"13143",1978,"0020","Population (persons)","Haralson, Georgia [13143]",18103.00
"13143",1979,"0020","Population (persons)","Haralson, Georgia [13143]",17931.00
"13143",1980,"0020","Population (persons)","Haralson, Georgia [13143]",18543.00
"13143",1981,"0020","Population (persons)","Haralson, Georgia [13143]",18994.00
"13143",1982,"0020","Population (persons)","Haralson, Georgia [13143]",19241.00
"13143",1983,"0020","Population (persons)","Haralson, Georgia [13143]",19368.00
"13143",1984,"0020","Population (persons)","Haralson, Georgia [13143]",19925.00
"13143",1985,"0020","Population (persons)","Haralson, Georgia [13143]",20372.00
"13143",1986,"0020","Population (persons)","Haralson, Georgia [13143]",20787.00
"13143",1987,"0020","Population (persons)","Haralson, Georgia [13143]",21235.00
"13143",1988,"0020","Population (persons)","Haralson, Georgia [13143]",21556.00
"13143",1989,"0020","Population (persons)","Haralson, Georgia [13143]",21867.00
"13145",1969,"0020","Population (persons)","Harris, Georgia [13145]",11649.00
"13145",1970,"0020","Population (persons)","Harris, Georgia [13145]",11501.00
"13145",1971,"0020","Population (persons)","Harris, Georgia [13145]",11706.00
"13145",1972,"0020","Population (persons)","Harris, Georgia [13145]",12072.00
"13145",1973,"0020","Population (persons)","Harris, Georgia [13145]",12693.00
"13145",1974,"0020","Population (persons)","Harris, Georgia [13145]",13078.00
"13145",1975,"0020","Population (persons)","Harris, Georgia [13145]",13357.00
"13145",1976,"0020","Population (persons)","Harris, Georgia [13145]",13771.00
"13145",1977,"0020","Population (persons)","Harris, Georgia [13145]",14383.00
"13145",1978,"0020","Population (persons)","Harris, Georgia [13145]",14865.00
"13145",1979,"0020","Population (persons)","Harris, Georgia [13145]",15183.00
"13145",1980,"0020","Population (persons)","Harris, Georgia [13145]",15418.00
"13145",1981,"0020","Population (persons)","Harris, Georgia [13145]",15209.00
"13145",1982,"0020","Population (persons)","Harris, Georgia [13145]",15356.00
"13145",1997,"0020","Population (persons)","Harris, Georgia [13145]",22873.00
"13145",1998,"0020","Population (persons)","Harris, Georgia [13145]",23019.00
"13145",1999,"0020","Population (persons)","Harris, Georgia [13145]",23382.00
"13145",2000,"0020","Population (persons)","Harris, Georgia [13145]",23812.00
"13145",2001,"0020","Population (persons)","Harris, Georgia [13145]",24363.00
"13145",2002,"0020","Population (persons)","Harris, Georgia [13145]",25138.00
"13145",2003,"0020","Population (persons)","Harris, Georgia [13145]",25952.00
"13147",1969,"0020","Population (persons)","Hart, Georgia [13147]",15880.00
"13147",1970,"0020","Population (persons)","Hart, Georgia [13147]",15839.00
"13147",1971,"0020","Population (persons)","Hart, Georgia [13147]",16227.00
"13147",1972,"0020","Population (persons)","Hart, Georgia [13147]",16448.00
"13147",1973,"0020","Population (persons)","Hart, Georgia [13147]",17114.00
"13147",1974,"0020","Population (persons)","Hart, Georgia [13147]",17333.00
"13147",1975,"0020","Population (persons)","Hart, Georgia [13147]",17602.00
"13147",1990,"0020","Population (persons)","Hart, Georgia [13147]",19825.00
"13147",1991,"0020","Population (persons)","Hart, Georgia [13147]",19973.00
"13147",1992,"0020","Population (persons)","Hart, Georgia [13147]",20324.00
"13147",1993,"0020","Population (persons)","Hart, Georgia [13147]",20546.00
"13147",1994,"0020","Population (persons)","Hart, Georgia [13147]",20594.00
"13147",1995,"0020","Population (persons)","Hart, Georgia [13147]",21049.00
"13147",1996,"0020","Population (persons)","Hart, Georgia [13147]",21439.00
"13147",1997,"0020","Population (persons)","Hart, Georgia [13147]",22007.00
"13147",1998,"0020","Population (persons)","Hart, Georgia [13147]",22359.00
"13147",1999,"0020","Population (persons)","Hart, Georgia [13147]",22754.00
"13147",2000,"0020","Population (persons)","Hart, Georgia [13147]",23048.00
"13147",2001,"0020","Population (persons)","Hart, Georgia [13147]",23099.00
"13147",2002,"0020","Population (persons)","Hart, Georgia [13147]",23237.00
"13147",2003,"0020","Population (persons)","Hart, Georgia [13147]",23261.00
"13149",1983,"0020","Population (persons)","Heard, Georgia [13149]",6833.00
"13149",1984,"0020","Population (persons)","Heard, Georgia [13149]",7014.00
"13149",1985,"0020","Population (persons)","Heard, Georgia [13149]",7280.00
"13149",1986,"0020","Population (persons)","Heard, Georgia [13149]",7634.00
"13149",1987,"0020","Population (persons)","Heard, Georgia [13149]",7827.00
"13149",1988,"0020","Population (persons)","Heard, Georgia [13149]",8024.00
"13149",1989,"0020","Population (persons)","Heard, Georgia [13149]",8412.00
"13149",1990,"0020","Population (persons)","Heard, Georgia [13149]",8688.00
"13149",1991,"0020","Population (persons)","Heard, Georgia [13149]",8861.00
"13149",1992,"0020","Population (persons)","Heard, Georgia [13149]",9028.00
"13149",1993,"0020","Population (persons)","Heard, Georgia [13149]",9274.00
"13149",1994,"0020","Population (persons)","Heard, Georgia [13149]",9424.00
"13149",1995,"0020","Population (persons)","Heard, Georgia [13149]",9692.00
"13149",1996,"0020","Population (persons)","Heard, Georgia [13149]",9947.00
"13151",1976,"0020","Population (persons)","Henry, Georgia [13151]",29850.00
"13151",1977,"0020","Population (persons)","Henry, Georgia [13151]",30395.00
"13151",1978,"0020","Population (persons)","Henry, Georgia [13151]",32116.00
"13151",1979,"0020","Population (persons)","Henry, Georgia [13151]",34434.00
"13151",1980,"0020","Population (persons)","Henry, Georgia [13151]",36488.00
"13151",1981,"0020","Population (persons)","Henry, Georgia [13151]",37132.00
"13151",1982,"0020","Population (persons)","Henry, Georgia [13151]",38270.00
"13151",1983,"0020","Population (persons)","Henry, Georgia [13151]",39651.00
"13151",1984,"0020","Population (persons)","Henry, Georgia [13151]",41305.00
"13151",1985,"0020","Population (persons)","Henry, Georgia [13151]",43402.00
"13151",1986,"0020","Population (persons)","Henry, Georgia [13151]",45567.00
"13151",1987,"0020","Population (persons)","Henry, Georgia [13151]",48460.00
"13151",1988,"0020","Population (persons)","Henry, Georgia [13151]",51785.00
"13151",1989,"0020","Population (persons)","Henry, Georgia [13151]",55255.00
"13153",1969,"0020","Population (persons)","Houston, Georgia [13153]",61107.00
"13153",1970,"0020","Population (persons)","Houston, Georgia [13153]",63472.00
"13153",1971,"0020","Population (persons)","Houston, Georgia [13153]",65852.00
"13153",1972,"0020","Population (persons)","Houston, Georgia [13153]",66241.00
