"FIPS","YEAR","LINECODE","LINETITLE","AREANAME","VALUE"
"13000",1969,"0020","Population (persons)","Georgia state total [13000]",4551000.00
"13000",1970,"0020","Population (persons)","Georgia state total [13000]",4605421.00
"13000",1971,"0020","Population (persons)","Georgia state total [13000]",4710272.00
"13000",1972,"0020","Population (persons)","Georgia state total [13000]",4807151.00
"13000",1973,"0020","Population (persons)","Georgia state total [13000]",4906940.00
"13000",1974,"0020","Population (persons)","Georgia state total [13000]",4994870.00
"13000",1975,"0020","Population (persons)","Georgia state total [13000]",5058535.00
"13000",1976,"0020","Population (persons)","Georgia state total [13000]",5126155.00
"13000",1977,"0020","Population (persons)","Georgia state total [13000]",5211771.00
"13000",1978,"0020","Population (persons)","Georgia state total [13000]",5286148.00
"13000",1979,"0020","Population (persons)","Georgia state total [13000]",5391265.00
"13000",1980,"0020","Population (persons)","Georgia state total [13000]",5486174.00
"13000",1981,"0020","Population (persons)","Georgia state total [13000]",5568346.00
"13000",1982,"0020","Population (persons)","Georgia state total [13000]",5649788.00
"13000",1983,"0020","Population (persons)","Georgia state total [13000]",5728248.00
"13000",1984,"0020","Population (persons)","Georgia state total [13000]",5834943.00
"13000",1985,"0020","Population (persons)","Georgia state total [13000]",5962639.00
"13000",1986,"0020","Population (persons)","Georgia state total [13000]",6084645.00
"13000",1987,"0020","Population (persons)","Georgia state total [13000]",6208479.00
"13000",1988,"0020","Population (persons)","Georgia state total [13000]",6316139.00
"13000",1989,"0020","Population (persons)","Georgia state total [13000]",6411117.00
"13000",1990,"0020","Population (persons)","Georgia state total [13000]",6512602.00
"13000",1991,"0020","Population (persons)","Georgia state total [13000]",6653005.00
"13000",1992,"0020","Population (persons)","Georgia state total [13000]",6817203.00
"13000",1993,"0020","Population (persons)","Georgia state total [13000]",6978240.00
"13000",1994,"0020","Population (persons)","Georgia state total [13000]",7157165.00
"13000",1995,"0020","Population (persons)","Georgia state total [13000]",7328413.00
"13000",1996,"0020","Population (persons)","Georgia state total [13000]",7501069.00
"13000",1997,"0020","Population (persons)","Georgia state total [13000]",7685099.00
"13000",1998,"0020","Population (persons)","Georgia state total [13000]",7863536.00
"13000",1999,"0020","Population (persons)","Georgia state total [13000]",8045965.00
"13000",2000,"0020","Population (persons)","Georgia state total [13000]",8230087.00
"13000",2001,"0020","Population (persons)","Georgia state total [13000]",8391282.00
"13000",2002,"0020","Population (persons)","Georgia state total [13000]",8539735.00
"13000",2003,"0020","Population (persons)","Georgia state total [13000]",8676460.00
"13001",1969,"0020","Population (persons)","Appling, Georgia [13001]",12457.00
"13001",1970,"0020","Population (persons)","Appling, Georgia [13001]",12827.00
"13001",1971,"0020","Population (persons)","Appling, Georgia [13001]",13341.00
"13001",1972,"0020","Population (persons)","Appling, Georgia [13001]",13647.00
"13001",1973,"0020","Population (persons)","Appling, Georgia [13001]",14376.00
"13001",1974,"0020","Population (persons)","Appling, Georgia [13001]",14546.00
"13001",1975,"0020","Population (persons)","Appling, Georgia [13001]",14765.00
"13001",1990,"0020","Population (persons)","Appling, Georgia [13001]",15776.00
"13001",1991,"0020","Population (persons)","Appling, Georgia [13001]",16020.00
"13001",1992,"0020","Population (persons)","Appling, Georgia [13001]",16172.00
"13001",1993,"0020","Population (persons)","Appling, Georgia [13001]",16273.00
"13001",1994,"0020","Population (persons)","Appling, Georgia [13001]",16323.00
"13001",1995,"0020","Population (persons)","Appling, Georgia [13001]",16540.00
"13001",1996,"0020","Population (persons)","Appling, Georgia [13001]",16728.00
"13001",1997,"0020","Population (persons)","Appling, Georgia [13001]",16892.00
"13001",1998,"0020","Population (persons)","Appling, Georgia [13001]",17116.00
"13001",1999,"0020","Population (persons)","Appling, Georgia [13001]",17323.00
"13001",2000,"0020","Population (persons)","Appling, Georgia [13001]",17421.00
"13001",2001,"0020","Population (persons)","Appling, Georgia [13001]",17533.00
"13001",2002,"0020","Population (persons)","Appling, Georgia [13001]",17641.00
"13001",2003,"0020","Population (persons)","Appling, Georgia [13001]",17856.00
"13003",1983,"0020","Population (persons)","Atkinson, Georgia [13003]",6132.00
"13003",1984,"0020","Population (persons)","Atkinson, Georgia [13003]",6196.00
"13003",1985,"0020","Population (persons)","Atkinson, Georgia [13003]",6332.00
"13003",1986,"0020","Population (persons)","Atkinson, Georgia [13003]",6373.00
"13003",1987,"0020","Population (persons)","Atkinson, Georgia [13003]",6298.00
"13003",1988,"0020","Population (persons)","Atkinson, Georgia [13003]",6265.00
"13003",1989,"0020","Population (persons)","Atkinson, Georgia [13003]",6231.00
"13003",1990,"0020","Population (persons)","Atkinson, Georgia [13003]",6223.00
"13003",1991,"0020","Population (persons)","Atkinson, Georgia [13003]",6240.00
"13003",1992,"0020","Population (persons)","Atkinson, Georgia [13003]",6330.00
"13003",1993,"0020","Population (persons)","Atkinson, Georgia [13003]",6579.00
"13003",1994,"0020","Population (persons)","Atkinson, Georgia [13003]",6718.00
"13003",1995,"0020","Population (persons)","Atkinson, Georgia [13003]",6914.00
"13003",1996,"0020","Population (persons)","Atkinson, Georgia [13003]",7160.00
"13005",1976,"0020","Population (persons)","Bacon, Georgia [13005]",9225.00
"13005",1977,"0020","Population (persons)","Bacon, Georgia [13005]",9355.00
"13005",1978,"0020","Population (persons)","Bacon, Georgia [13005]",9324.00
"13005",1979,"0020","Population (persons)","Bacon, Georgia [13005]",9230.00
"13005",1980,"0020","Population (persons)","Bacon, Georgia [13005]",9402.00
"13005",1981,"0020","Population (persons)","Bacon, Georgia [13005]",9477.00
"13005",1982,"0020","Population (persons)","Bacon, Georgia [13005]",9577.00
"13005",1983,"0020","Population (persons)","Bacon, Georgia [13005]",9648.00
"13005",1984,"0020","Population (persons)","Bacon, Georgia [13005]",9734.00
"13005",1985,"0020","Population (persons)","Bacon, Georgia [13005]",9718.00
"13005",1986,"0020","Population (persons)","Bacon, Georgia [13005]",9732.00
"13005",1987,"0020","Population (persons)","Bacon, Georgia [13005]",9884.00
"13005",1988,"0020","Population (persons)","Bacon, Georgia [13005]",9701.00
"13005",1989,"0020","Population (persons)","Bacon, Georgia [13005]",9620.00
"13007",1969,"0020","Population (persons)","Baker, Georgia [13007]",3859.00
"13007",1970,"0020","Population (persons)","Baker, Georgia [13007]",3822.00
"13007",1971,"0020","Population (persons)","Baker, Georgia [13007]",3608.00
"13007",1972,"0020","Population (persons)","Baker, Georgia [13007]",3706.00
"13007",1973,"0020","Population (persons)","Baker, Georgia [13007]",3903.00
"13007",1974,"0020","Population (persons)","Baker, Georgia [13007]",3800.00
"13007",1975,"0020","Population (persons)","Baker, Georgia [13007]",3726.00
"13007",1976,"0020","Population (persons)","Baker, Georgia [13007]",3753.00
"13007",1977,"0020","Population (persons)","Baker, Georgia [13007]",3847.00
"13007",1978,"0020","Population (persons)","Baker, Georgia [13007]",3879.00
"13007",1979,"0020","Population (persons)","Baker, Georgia [13007]",3820.00
"13007",1980,"0020","Population (persons)","Baker, Georgia [13007]",3807.00
"13007",1981,"0020","Population (persons)","Baker, Georgia [13007]",3796.00
"13007",1982,"0020","Population (persons)","Baker, Georgia [13007]",3916.00
"13007",1997,"0020","Population (persons)","Baker, Georgia [13007]",4056.00
"13007",1998,"0020","Population (persons)","Baker, Georgia [13007]",4003.00
"13007",1999,"0020","Population (persons)","Baker, Georgia [13007]",4089.00
"13007",2000,"0020","Population (persons)","Baker, Georgia [13007]",4053.00
"13007",2001,"0020","Population (persons)","Baker, Georgia [13007]",4105.00
"13007",2002,"0020","Population (persons)","Baker, Georgia [13007]",4013.00
"13007",2003,"0020","Population (persons)","Baker, Georgia [13007]",4290.00
"13009",1969,"0020","Population (persons)","Baldwin, Georgia [13009]",34799.00
"13009",1970,"0020","Population (persons)","Baldwin, Georgia [13009]",34269.00
"13009",1971,"0020","Population (persons)","Baldwin, Georgia [13009]",34935.00
"13009",1972,"0020","Population (persons)","Baldwin, Georgia [13009]",33913.00
"13009",1973,"0020","Population (persons)","Baldwin, Georgia [13009]",34201.00
"13009",1974,"0020","Population (persons)","Baldwin, Georgia [13009]",34320.00
"13009",1975,"0020","Population (persons)","Baldwin, Georgia [13009]",35735.00
"13009",1990,"0020","Population (persons)","Baldwin, Georgia [13009]",39627.00
"13009",1991,"0020","Population (persons)","Baldwin, Georgia [13009]",40252.00
"13009",1992,"0020","Population (persons)","Baldwin, Georgia [13009]",40895.00
"13009",1993,"0020","Population (persons)","Baldwin, Georgia [13009]",41759.00
"13009",1994,"0020","Population (persons)","Baldwin, Georgia [13009]",42089.00
"13009",1995,"0020","Population (persons)","Baldwin, Georgia [13009]",42709.00
"13009",1996,"0020","Population (persons)","Baldwin, Georgia [13009]",43223.00
"13009",1997,"0020","Population (persons)","Baldwin, Georgia [13009]",43721.00
"13009",1998,"0020","Population (persons)","Baldwin, Georgia [13009]",43968.00
"13009",1999,"0020","Population (persons)","Baldwin, Georgia [13009]",44440.00
"13009",2000,"0020","Population (persons)","Baldwin, Georgia [13009]",44744.00
"13009",2001,"0020","Population (persons)","Baldwin, Georgia [13009]",44769.00
"13009",2002,"0020","Population (persons)","Baldwin, Georgia [13009]",44945.00
"13009",2003,"0020","Population (persons)","Baldwin, Georgia [13009]",45078.00
"13011",1983,"0020","Population (persons)","Banks, Georgia [13011]",9023.00
"13011",1984,"0020","Population (persons)","Banks, Georgia [13011]",9283.00
"13011",1985,"0020","Population (persons)","Banks, Georgia [13011]",9473.00
"13011",1986,"0020","Population (persons)","Banks, Georgia [13011]",9640.00
"13011",1987,"0020","Population (persons)","Banks, Georgia [13011]",9928.00
"13011",1988,"0020","Population (persons)","Banks, Georgia [13011]",10155.00
"13011",1989,"0020","Population (persons)","Banks, Georgia [13011]",10155.00
"13011",1990,"0020","Population (persons)","Banks, Georgia [13011]",10379.00
"13011",1991,"0020","Population (persons)","Banks, Georgia [13011]",10541.00
"13011",1992,"0020","Population (persons)","Banks, Georgia [13011]",10865.00
"13011",1993,"0020","Population (persons)","Banks, Georgia [13011]",11069.00
"13011",1994,"0020","Population (persons)","Banks, Georgia [13011]",11371.00
"13011",1995,"0020","Population (persons)","Banks, Georgia [13011]",11943.00
"13011",1996,"0020","Population (persons)","Banks, Georgia [13011]",12429.00
"13001",1976,"0020","Population (persons)","Appling, Georgia [13001]",15185.00
"13001",1977,"0020","Population (persons)","Appling, Georgia [13001]",15536.00
"13001",1978,"0020","Population (persons)","Appling, Georgia [13001]",15527.00
"13001",1979,"0020","Population (persons)","Appling, Georgia [13001]",15205.00
"13001",1980,"0020","Population (persons)","Appling, Georgia [13001]",15529.00
"13001",1981,"0020","Population (persons)","Appling, Georgia [13001]",15362.00
"13001",1982,"0020","Population (persons)","Appling, Georgia [13001]",15601.00
"13001",1983,"0020","Population (persons)","Appling, Georgia [13001]",15787.00
"13001",1984,"0020","Population (persons)","Appling, Georgia [13001]",15977.00
"13001",1985,"0020","Population (persons)","Appling, Georgia [13001]",15857.00
"13001",1986,"0020","Population (persons)","Appling, Georgia [13001]",15745.00
"13001",1987,"0020","Population (persons)","Appling, Georgia [13001]",15719.00
"13001",1988,"0020","Population (persons)","Appling, Georgia [13001]",15814.00
"13001",1989,"0020","Population (persons)","Appling, Georgia [13001]",15749.00
"13003",1969,"0020","Population (persons)","Atkinson, Georgia [13003]",5969.00
"13003",1970,"0020","Population (persons)","Atkinson, Georgia [13003]",5826.00
"13003",1971,"0020","Population (persons)","Atkinson, Georgia [13003]",5706.00
"13003",1972,"0020","Population (persons)","Atkinson, Georgia [13003]",5799.00
"13003",1973,"0020","Population (persons)","Atkinson, Georgia [13003]",5932.00
"13003",1974,"0020","Population (persons)","Atkinson, Georgia [13003]",5957.00
"13003",1975,"0020","Population (persons)","Atkinson, Georgia [13003]",6008.00
"13003",1976,"0020","Population (persons)","Atkinson, Georgia [13003]",6091.00
"13003",1977,"0020","Population (persons)","Atkinson, Georgia [13003]",6124.00
"13003",1978,"0020","Population (persons)","Atkinson, Georgia [13003]",6187.00
"13003",1979,"0020","Population (persons)","Atkinson, Georgia [13003]",6085.00
"13003",1980,"0020","Population (persons)","Atkinson, Georgia [13003]",6151.00
"13003",1981,"0020","Population (persons)","Atkinson, Georgia [13003]",6180.00
"13003",1982,"0020","Population (persons)","Atkinson, Georgia [13003]",6177.00
"13003",1997,"0020","Population (persons)","Atkinson, Georgia [13003]",7373.00
"13003",1998,"0020","Population (persons)","Atkinson, Georgia [13003]",7408.00
"13003",1999,"0020","Population (persons)","Atkinson, Georgia [13003]",7575.00
"13003",2000,"0020","Population (persons)","Atkinson, Georgia [13003]",7606.00
"13003",2001,"0020","Population (persons)","Atkinson, Georgia [13003]",7590.00
"13003",2002,"0020","Population (persons)","Atkinson, Georgia [13003]",7701.00
"13003",2003,"0020","Population (persons)","Atkinson, Georgia [13003]",7969.00
"13005",1969,"0020","Population (persons)","Bacon, Georgia [13005]",8182.00
"13005",1970,"0020","Population (persons)","Bacon, Georgia [13005]",8290.00
"13005",1971,"0020","Population (persons)","Bacon, Georgia [13005]",8509.00
"13005",1972,"0020","Population (persons)","Bacon, Georgia [13005]",8631.00
"13005",1973,"0020","Population (persons)","Bacon, Georgia [13005]",8868.00
"13005",1974,"0020","Population (persons)","Bacon, Georgia [13005]",8930.00
"13005",1975,"0020","Population (persons)","Bacon, Georgia [13005]",9091.00
"13005",1990,"0020","Population (persons)","Bacon, Georgia [13005]",9570.00
"13005",1991,"0020","Population (persons)","Bacon, Georgia [13005]",9557.00
"13005",1992,"0020","Population (persons)","Bacon, Georgia [13005]",9700.00
"13005",1993,"0020","Population (persons)","Bacon, Georgia [13005]",9944.00
"13005",1994,"0020","Population (persons)","Bacon, Georgia [13005]",10138.00
"13005",1995,"0020","Population (persons)","Bacon, Georgia [13005]",10154.00
"13005",1996,"0020","Population (persons)","Bacon, Georgia [13005]",10131.00
"13005",1997,"0020","Population (persons)","Bacon, Georgia [13005]",10036.00
"13005",1998,"0020","Population (persons)","Bacon, Georgia [13005]",10053.00
"13005",1999,"0020","Population (persons)","Bacon, Georgia [13005]",10053.00
"13005",2000,"0020","Population (persons)","Bacon, Georgia [13005]",10129.00
"13005",2001,"0020","Population (persons)","Bacon, Georgia [13005]",10089.00
"13005",2002,"0020","Population (persons)","Bacon, Georgia [13005]",10033.00
"13005",2003,"0020","Population (persons)","Bacon, Georgia [13005]",10273.00
"13007",1983,"0020","Population (persons)","Baker, Georgia [13007]",3870.00
"13007",1984,"0020","Population (persons)","Baker, Georgia [13007]",3779.00
"13007",1985,"0020","Population (persons)","Baker, Georgia [13007]",3827.00
"13007",1986,"0020","Population (persons)","Baker, Georgia [13007]",3793.00
"13007",1987,"0020","Population (persons)","Baker, Georgia [13007]",3783.00
"13007",1988,"0020","Population (persons)","Baker, Georgia [13007]",3690.00
"13007",1989,"0020","Population (persons)","Baker, Georgia [13007]",3647.00
"13007",1990,"0020","Population (persons)","Baker, Georgia [13007]",3617.00
"13007",1991,"0020","Population (persons)","Baker, Georgia [13007]",3741.00
"13007",1992,"0020","Population (persons)","Baker, Georgia [13007]",3722.00
"13007",1993,"0020","Population (persons)","Baker, Georgia [13007]",3871.00
"13007",1994,"0020","Population (persons)","Baker, Georgia [13007]",3876.00
"13007",1995,"0020","Population (persons)","Baker, Georgia [13007]",3987.00
"13007",1996,"0020","Population (persons)","Baker, Georgia [13007]",3980.00
"13009",1976,"0020","Population (persons)","Baldwin, Georgia [13009]",34613.00
"13009",1977,"0020","Population (persons)","Baldwin, Georgia [13009]",34806.00
"13009",1978,"0020","Population (persons)","Baldwin, Georgia [13009]",33783.00
"13009",1979,"0020","Population (persons)","Baldwin, Georgia [13009]",34455.00
"13009",1980,"0020","Population (persons)","Baldwin, Georgia [13009]",34835.00
"13009",1981,"0020","Population (persons)","Baldwin, Georgia [13009]",35366.00
"13009",1982,"0020","Population (persons)","Baldwin, Georgia [13009]",36758.00
"13009",1983,"0020","Population (persons)","Baldwin, Georgia [13009]",37242.00
"13009",1984,"0020","Population (persons)","Baldwin, Georgia [13009]",37478.00
"13009",1985,"0020","Population (persons)","Baldwin, Georgia [13009]",38241.00
"13009",1986,"0020","Population (persons)","Baldwin, Georgia [13009]",38520.00
"13009",1987,"0020","Population (persons)","Baldwin, Georgia [13009]",38897.00
"13009",1988,"0020","Population (persons)","Baldwin, Georgia [13009]",39345.00
"13009",1989,"0020","Population (persons)","Baldwin, Georgia [13009]",39465.00
"13011",1969,"0020","Population (persons)","Banks, Georgia [13011]",6778.00
"13011",1970,"0020","Population (persons)","Banks, Georgia [13011]",6810.00
"13011",1971,"0020","Population (persons)","Banks, Georgia [13011]",6821.00
"13011",1972,"0020","Population (persons)","Banks, Georgia [13011]",7093.00
"13011",1973,"0020","Population (persons)","Banks, Georgia [13011]",7123.00
"13011",1974,"0020","Population (persons)","Banks, Georgia [13011]",7215.00
"13011",1975,"0020","Population (persons)","Banks, Georgia [13011]",7406.00
"13011",1976,"0020","Population (persons)","Banks, Georgia [13011]",7644.00
"13011",1977,"0020","Population (persons)","Banks, Georgia [13011]",8050.00
"13011",1978,"0020","Population (persons)","Banks, Georgia [13011]",8220.00
"13011",1979,"0020","Population (persons)","Banks, Georgia [13011]",8374.00
"13011",1980,"0020","Population (persons)","Banks, Georgia [13011]",8708.00
"13011",1981,"0020","Population (persons)","Banks, Georgia [13011]",8719.00
"13011",1982,"0020","Population (persons)","Banks, Georgia [13011]",8927.00
"13011",1997,"0020","Population (persons)","Banks, Georgia [13011]",13162.00
"13011",1998,"0020","Population (persons)","Banks, Georgia [13011]",13608.00
"13011",1999,"0020","Population (persons)","Banks, Georgia [13011]",14037.00
"13011",2000,"0020","Population (persons)","Banks, Georgia [13011]",14523.00
"13011",2001,"0020","Population (persons)","Banks, Georgia [13011]",14846.00
"13011",2002,"0020","Population (persons)","Banks, Georgia [13011]",15163.00
"13011",2003,"0020","Population (persons)","Banks, Georgia [13011]",15440.00
"13013",1969,"0020","Population (persons)","Barrow, Georgia [13013]",16517.00
"13013",1970,"0020","Population (persons)","Barrow, Georgia [13013]",16976.00
"13013",1971,"0020","Population (persons)","Barrow, Georgia [13013]",17539.00
"13013",1972,"0020","Population (persons)","Barrow, Georgia [13013]",18514.00
"13013",1973,"0020","Population (persons)","Barrow, Georgia [13013]",18649.00
"13013",1974,"0020","Population (persons)","Barrow, Georgia [13013]",19169.00
"13013",1975,"0020","Population (persons)","Barrow, Georgia [13013]",19556.00
"13013",1976,"0020","Population (persons)","Barrow, Georgia [13013]",19743.00
"13013",1977,"0020","Population (persons)","Barrow, Georgia [13013]",19959.00
"13013",1978,"0020","Population (persons)","Barrow, Georgia [13013]",20326.00
"13013",1979,"0020","Population (persons)","Barrow, Georgia [13013]",20862.00
"13013",1980,"0020","Population (persons)","Barrow, Georgia [13013]",21482.00
"13013",1981,"0020","Population (persons)","Barrow, Georgia [13013]",21952.00
"13013",1982,"0020","Population (persons)","Barrow, Georgia [13013]",22371.00
"13013",1983,"0020","Population (persons)","Barrow, Georgia [13013]",23046.00
"13013",1984,"0020","Population (persons)","Barrow, Georgia [13013]",23872.00
"13013",1985,"0020","Population (persons)","Barrow, Georgia [13013]",24757.00
"13013",1986,"0020","Population (persons)","Barrow, Georgia [13013]",25781.00
"13013",1987,"0020","Population (persons)","Barrow, Georgia [13013]",26574.00
"13013",1988,"0020","Population (persons)","Barrow, Georgia [13013]",27376.00
"13013",1989,"0020","Population (persons)","Barrow, Georgia [13013]",28656.00
"13015",1969,"0020","Population (persons)","Bartow, Georgia [13015]",32378.00
"13015",1970,"0020","Population (persons)","Bartow, Georgia [13015]",33166.00
"13015",1971,"0020","Population (persons)","Bartow, Georgia [13015]",34482.00
"13015",1972,"0020","Population (persons)","Bartow, Georgia [13015]",35716.00
"13015",1973,"0020","Population (persons)","Bartow, Georgia [13015]",36957.00
"13015",1974,"0020","Population (persons)","Bartow, Georgia [13015]",37447.00
"13015",1975,"0020","Population (persons)","Bartow, Georgia [13015]",37820.00
"13015",1976,"0020","Population (persons)","Bartow, Georgia [13015]",38314.00
"13015",1977,"0020","Population (persons)","Bartow, Georgia [13015]",39076.00
"13015",1978,"0020","Population (persons)","Bartow, Georgia [13015]",39295.00
"13015",1979,"0020","Population (persons)","Bartow, Georgia [13015]",40046.00
"13015",1980,"0020","Population (persons)","Bartow, Georgia [13015]",40901.00
"13015",1981,"0020","Population (persons)","Bartow, Georgia [13015]",41391.00
"13015",1982,"0020","Population (persons)","Bartow, Georgia [13015]",42427.00
"13015",1997,"0020","Population (persons)","Bartow, Georgia [13015]",68772.00
"13015",1998,"0020","Population (persons)","Bartow, Georgia [13015]",71457.00
"13015",1999,"0020","Population (persons)","Bartow, Georgia [13015]",74128.00
"13015",2000,"0020","Population (persons)","Bartow, Georgia [13015]",76718.00
"13015",2001,"0020","Population (persons)","Bartow, Georgia [13015]",79591.00
"13015",2002,"0020","Population (persons)","Bartow, Georgia [13015]",82594.00
"13015",2003,"0020","Population (persons)","Bartow, Georgia [13015]",85058.00
"13017",1969,"0020","Population (persons)","Ben Hill, Georgia [13017]",13187.00
"13017",1970,"0020","Population (persons)","Ben Hill, Georgia [13017]",13183.00
"13017",1971,"0020","Population (persons)","Ben Hill, Georgia [13017]",13272.00
"13017",1972,"0020","Population (persons)","Ben Hill, Georgia [13017]",13643.00
"13017",1973,"0020","Population (persons)","Ben Hill, Georgia [13017]",14027.00
"13017",1974,"0020","Population (persons)","Ben Hill, Georgia [13017]",14300.00
"13017",1975,"0020","Population (persons)","Ben Hill, Georgia [13017]",14352.00
"13017",1990,"0020","Population (persons)","Ben Hill, Georgia [13017]",16217.00
"13017",1991,"0020","Population (persons)","Ben Hill, Georgia [13017]",16576.00
"13017",1992,"0020","Population (persons)","Ben Hill, Georgia [13017]",16645.00
"13017",1993,"0020","Population (persons)","Ben Hill, Georgia [13017]",16784.00
"13017",1994,"0020","Population (persons)","Ben Hill, Georgia [13017]",17104.00
"13017",1995,"0020","Population (persons)","Ben Hill, Georgia [13017]",17349.00
"13017",1996,"0020","Population (persons)","Ben Hill, Georgia [13017]",17377.00
"13017",1997,"0020","Population (persons)","Ben Hill, Georgia [13017]",17434.00
"13017",1998,"0020","Population (persons)","Ben Hill, Georgia [13017]",17498.00
"13017",1999,"0020","Population (persons)","Ben Hill, Georgia [13017]",17516.00
"13017",2000,"0020","Population (persons)","Ben Hill, Georgia [13017]",17496.00
"13017",2001,"0020","Population (persons)","Ben Hill, Georgia [13017]",17363.00
"13017",2002,"0020","Population (persons)","Ben Hill, Georgia [13017]",17267.00
"13017",2003,"0020","Population (persons)","Ben Hill, Georgia [13017]",17167.00
"13019",1983,"0020","Population (persons)","Berrien, Georgia [13019]",13850.00
"13019",1984,"0020","Population (persons)","Berrien, Georgia [13019]",13968.00
"13019",1985,"0020","Population (persons)","Berrien, Georgia [13019]",13955.00
"13019",1986,"0020","Population (persons)","Berrien, Georgia [13019]",13818.00
"13019",1987,"0020","Population (persons)","Berrien, Georgia [13019]",14102.00
"13019",1988,"0020","Population (persons)","Berrien, Georgia [13019]",14160.00
"13019",1989,"0020","Population (persons)","Berrien, Georgia [13019]",14200.00
"13019",1990,"0020","Population (persons)","Berrien, Georgia [13019]",14153.00
"13019",1991,"0020","Population (persons)","Berrien, Georgia [13019]",14209.00
"13019",1992,"0020","Population (persons)","Berrien, Georgia [13019]",14320.00
"13019",1993,"0020","Population (persons)","Berrien, Georgia [13019]",14611.00
"13019",1994,"0020","Population (persons)","Berrien, Georgia [13019]",14958.00
"13019",1995,"0020","Population (persons)","Berrien, Georgia [13019]",15245.00
"13019",1996,"0020","Population (persons)","Berrien, Georgia [13019]",15423.00
"13021",1976,"0020","Population (persons)","Bibb, Georgia [13021]",148785.00
"13021",1977,"0020","Population (persons)","Bibb, Georgia [13021]",150670.00
"13021",1978,"0020","Population (persons)","Bibb, Georgia [13021]",151267.00
"13021",1979,"0020","Population (persons)","Bibb, Georgia [13021]",151113.00
"13021",1980,"0020","Population (persons)","Bibb, Georgia [13021]",150457.00
"13021",1981,"0020","Population (persons)","Bibb, Georgia [13021]",150970.00
"13021",1982,"0020","Population (persons)","Bibb, Georgia [13021]",151671.00
"13021",1983,"0020","Population (persons)","Bibb, Georgia [13021]",152557.00
"13021",1984,"0020","Population (persons)","Bibb, Georgia [13021]",152467.00
"13021",1985,"0020","Population (persons)","Bibb, Georgia [13021]",151974.00
"13021",1986,"0020","Population (persons)","Bibb, Georgia [13021]",151310.00
"13021",1987,"0020","Population (persons)","Bibb, Georgia [13021]",150888.00
"13021",1988,"0020","Population (persons)","Bibb, Georgia [13021]",151281.00
"13021",1989,"0020","Population (persons)","Bibb, Georgia [13021]",150797.00
"13023",1969,"0020","Population (persons)","Bleckley, Georgia [13023]",10273.00
"13023",1970,"0020","Population (persons)","Bleckley, Georgia [13023]",10338.00
"13023",1971,"0020","Population (persons)","Bleckley, Georgia [13023]",10573.00
"13023",1972,"0020","Population (persons)","Bleckley, Georgia [13023]",10768.00
"13023",1973,"0020","Population (persons)","Bleckley, Georgia [13023]",10636.00
"13023",1974,"0020","Population (persons)","Bleckley, Georgia [13023]",10620.00
"13023",1975,"0020","Population (persons)","Bleckley, Georgia [13023]",10719.00
"13023",1976,"0020","Population (persons)","Bleckley, Georgia [13023]",10785.00
"13023",1977,"0020","Population (persons)","Bleckley, Georgia [13023]",10653.00
"13023",1978,"0020","Population (persons)","Bleckley, Georgia [13023]",10813.00
"13023",1979,"0020","Population (persons)","Bleckley, Georgia [13023]",10860.00
"13023",1980,"0020","Population (persons)","Bleckley, Georgia [13023]",10789.00
"13023",1981,"0020","Population (persons)","Bleckley, Georgia [13023]",10859.00
"13023",1982,"0020","Population (persons)","Bleckley, Georgia [13023]",10776.00
"13023",1997,"0020","Population (persons)","Bleckley, Georgia [13023]",11273.00
"13023",1998,"0020","Population (persons)","Bleckley, Georgia [13023]",11385.00
"13023",1999,"0020","Population (persons)","Bleckley, Georgia [13023]",11573.00
"13023",2000,"0020","Population (persons)","Bleckley, Georgia [13023]",11692.00
"13023",2001,"0020","Population (persons)","Bleckley, Georgia [13023]",11827.00
"13023",2002,"0020","Population (persons)","Bleckley, Georgia [13023]",11798.00
"13023",2003,"0020","Population (persons)","Bleckley, Georgia [13023]",11928.00
"13025",1969,"0020","Population (persons)","Brantley, Georgia [13025]",5834.00
"13025",1970,"0020","Population (persons)","Brantley, Georgia [13025]",5955.00
"13025",1971,"0020","Population (persons)","Brantley, Georgia [13025]",5957.00
"13025",1972,"0020","Population (persons)","Brantley, Georgia [13025]",6170.00
"13025",1973,"0020","Population (persons)","Brantley, Georgia [13025]",6644.00
"13025",1974,"0020","Population (persons)","Brantley, Georgia [13025]",6863.00
"13025",1975,"0020","Population (persons)","Brantley, Georgia [13025]",7018.00
"13013",1990,"0020","Population (persons)","Barrow, Georgia [13013]",30106.00
"13013",1991,"0020","Population (persons)","Barrow, Georgia [13013]",31341.00
"13013",1992,"0020","Population (persons)","Barrow, Georgia [13013]",32525.00
"13013",1993,"0020","Population (persons)","Barrow, Georgia [13013]",33911.00
"13013",1994,"0020","Population (persons)","Barrow, Georgia [13013]",35480.00
"13013",1995,"0020","Population (persons)","Barrow, Georgia [13013]",37046.00
"13013",1996,"0020","Population (persons)","Barrow, Georgia [13013]",39111.00
"13013",1997,"0020","Population (persons)","Barrow, Georgia [13013]",40938.00
"13013",1998,"0020","Population (persons)","Barrow, Georgia [13013]",42812.00
"13013",1999,"0020","Population (persons)","Barrow, Georgia [13013]",44615.00
"13013",2000,"0020","Population (persons)","Barrow, Georgia [13013]",46563.00
"13013",2001,"0020","Population (persons)","Barrow, Georgia [13013]",48568.00
"13013",2002,"0020","Population (persons)","Barrow, Georgia [13013]",51231.00
"13013",2003,"0020","Population (persons)","Barrow, Georgia [13013]",53420.00
