msa,naics,empflag,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,year,id
12060,4453//,,G,1929,G,9332,G,40036,408,279,81,36,11,1,0,0,0,0,0,0,0,0,2010,8209
12060,44531/,,G,1929,G,9332,G,40036,408,279,81,36,11,1,0,0,0,0,0,0,0,0,2010,8217
12060,445310,,G,1929,G,9332,G,40036,408,279,81,36,11,1,0,0,0,0,0,0,0,0,2010,8225
12060,446///,,G,14777,G,105973,G,450084,1518,614,302,364,236,1,1,0,0,0,0,0,0,0,2010,8231
12060,4461//,,G,14777,G,105973,G,450084,1518,614,302,364,236,1,1,0,0,0,0,0,0,0,2010,8239
12060,44611/,,G,9597,G,78946,G,333215,625,96,75,255,199,0,0,0,0,0,0,0,0,0,2010,8251
12060,446110,,G,9597,G,78946,G,333215,625,96,75,255,199,0,0,0,0,0,0,0,0,0,2010,8259
12060,44612/,,G,2490,G,10034,G,42915,396,231,96,43,24,1,1,0,0,0,0,0,0,0,2010,8264
12060,446120,,G,2490,G,10034,G,42915,396,231,96,43,24,1,1,0,0,0,0,0,0,0,2010,8272
12060,44613/,G,S,0,H,9242,H,39730,226,106,69,44,7,0,0,0,0,0,0,0,0,0,2010,8281
12060,446130,G,S,0,H,9242,H,39730,226,106,69,44,7,0,0,0,0,0,0,0,0,0,2010,8289
12060,44619/,,H,1176,H,7751,G,34224,271,181,62,22,6,0,0,0,0,0,0,0,0,0,2010,8298
12060,446191,,H,648,G,2953,G,12036,167,122,33,9,3,0,0,0,0,0,0,0,0,0,2010,8306
12060,446199,,H,528,H,4798,G,22188,104,59,29,13,3,0,0,0,0,0,0,0,0,0,2010,8316
12060,447///,,G,11171,G,51409,G,220569,2164,1457,389,263,45,7,3,0,0,0,0,0,0,0,2010,8321
12060,4471//,,G,11171,G,51409,G,220569,2164,1457,389,263,45,7,3,0,0,0,0,0,0,0,2010,8329
12060,44711/,,G,9779,G,44300,G,190854,2038,1385,366,251,33,2,1,0,0,0,0,0,0,0,2010,8342
12060,447110,,G,9779,G,44300,G,190854,2038,1385,366,251,33,2,1,0,0,0,0,0,0,0,2010,8350
12060,44719/,,H,1392,G,7109,G,29715,126,72,23,12,12,5,2,0,0,0,0,0,0,0,2010,8357
12060,447190,,H,1392,G,7109,G,29715,126,72,23,12,12,5,2,0,0,0,0,0,0,0,2010,8365
12060,448///,,G,28974,G,112982,G,477267,2636,861,868,534,300,68,3,2,0,0,0,0,0,0,2010,8367
12060,4481//,,G,22582,G,83501,G,352994,1701,513,467,390,260,66,3,2,0,0,0,0,0,0,2010,8376
12060,44811/,,G,1012,H,5676,H,24287,139,59,44,31,5,0,0,0,0,0,0,0,0,0,2010,8383
12060,448110,,G,1012,H,5676,H,24287,139,59,44,31,5,0,0,0,0,0,0,0,0,0,2010,8391
12060,44812/,,G,5669,G,20031,G,84615,619,167,230,176,42,3,0,1,0,0,0,0,0,0,2010,8399
12060,448120,,G,5669,G,20031,G,84615,619,167,230,176,42,3,0,1,0,0,0,0,0,0,2010,8407
12060,44813/,,H,1922,H,4785,H,20406,148,33,43,45,22,5,0,0,0,0,0,0,0,0,2010,8420
12060,448130,,H,1922,H,4785,H,20406,148,33,43,45,22,5,0,0,0,0,0,0,0,0,2010,8428
12060,44814/,,G,11453,G,42691,G,176843,450,68,59,100,166,54,2,1,0,0,0,0,0,0,2010,8432
12060,448140,,G,11453,G,42691,G,176843,450,68,59,100,166,54,2,1,0,0,0,0,0,0,2010,8440
12060,44815/,,H,719,G,2786,G,13652,144,86,44,10,4,0,0,0,0,0,0,0,0,0,2010,8453
12060,448150,,H,719,G,2786,G,13652,144,86,44,10,4,0,0,0,0,0,0,0,0,0,2010,8461
12060,44819/,,G,1807,G,7532,G,33191,201,100,47,28,21,4,1,0,0,0,0,0,0,0,2010,8464
12060,448190,,G,1807,G,7532,G,33191,201,100,47,28,21,4,1,0,0,0,0,0,0,0,2010,8472
12060,4482//,,G,4411,G,15993,G,67240,542,114,290,109,27,2,0,0,0,0,0,0,0,0,2010,8481
12060,44821/,,G,4411,G,15993,G,67240,542,114,290,109,27,2,0,0,0,0,0,0,0,0,2010,8489
12060,448210,,G,4411,G,15993,G,67240,542,114,290,109,27,2,0,0,0,0,0,0,0,0,2010,8497
12060,4483//,,G,1981,G,13488,G,57033,393,234,111,35,13,0,0,0,0,0,0,0,0,0,2010,8504
12060,44831/,,G,1826,G,12723,G,53712,365,221,98,33,13,0,0,0,0,0,0,0,0,0,2010,8512
12060,448310,,G,1826,G,12723,G,53712,365,221,98,33,13,0,0,0,0,0,0,0,0,0,2010,8520
12060,44832/,C,D,0,D,0,D,0,28,13,13,2,0,0,0,0,0,0,0,0,0,0,2010,8529
12060,448320,C,D,0,D,0,D,0,28,13,13,2,0,0,0,0,0,0,0,0,0,0,2010,8537
12060,451///,,G,8407,G,33861,G,150660,747,349,162,97,119,14,6,0,0,0,0,0,0,0,2010,8546
12060,4511//,,G,6010,G,25232,G,112642,525,246,116,66,82,11,4,0,0,0,0,0,0,0,2010,8551
12060,45111/,,G,2850,G,12972,G,59028,262,136,59,32,24,8,3,0,0,0,0,0,0,0,2010,8559
12060,451110,,G,2850,G,12972,G,59028,262,136,59,32,24,8,3,0,0,0,0,0,0,0,2010,8567
12060,45112/,,G,1957,G,6807,G,30663,126,52,14,11,47,1,1,0,0,0,0,0,0,0,2010,8576
12060,451120,,G,1957,G,6807,G,30663,126,52,14,11,47,1,1,0,0,0,0,0,0,0,2010,8584
12060,45113/,,H,655,G,2216,G,9423,65,28,16,14,6,1,0,0,0,0,0,0,0,0,2010,8595
12060,451130,,H,655,G,2216,G,9423,65,28,16,14,6,1,0,0,0,0,0,0,0,0,2010,8603
12060,45114/,,G,548,G,3237,G,13528,72,30,27,9,5,1,0,0,0,0,0,0,0,0,2010,8608
12060,451140,,G,548,G,3237,G,13528,72,30,27,9,5,1,0,0,0,0,0,0,0,0,2010,8616
12060,4512//,,H,2397,H,8629,H,38018,222,103,46,31,37,3,2,0,0,0,0,0,0,0,2010,8628
12060,45121/,,H,2169,H,7765,H,34116,184,83,36,25,35,3,2,0,0,0,0,0,0,0,2010,8636
12060,451211,,H,2037,H,7318,H,32126,149,56,31,23,34,3,2,0,0,0,0,0,0,0,2010,8644
12060,451212,C,S,0,H,447,H,1990,35,27,5,2,1,0,0,0,0,0,0,0,0,0,2010,8647
12060,45122/,,H,228,H,864,H,3902,38,20,10,6,2,0,0,0,0,0,0,0,0,0,2010,8658
12060,451220,,H,228,H,864,H,3902,38,20,10,6,2,0,0,0,0,0,0,0,0,0,2010,8663
12060,452///,,H,46838,H,253315,H,1051716,769,97,272,142,33,70,91,63,1,0,0,0,0,0,2010,8666
12060,4521//,,G,15910,G,80345,G,332923,142,2,0,1,7,63,62,6,1,0,0,0,0,0,2010,8676
12060,45211/,,G,15910,G,80345,G,332923,142,2,0,1,7,63,62,6,1,0,0,0,0,0,2010,8684
12060,452111,,G,8928,G,47429,G,191483,73,2,0,1,5,25,34,5,1,0,0,0,0,0,2010,8694
12060,452112,,H,6982,H,32916,H,141440,69,0,0,0,2,38,28,1,0,0,0,0,0,0,2010,8700
12060,4529//,K,D,0,D,0,D,0,627,95,272,141,26,7,29,57,0,0,0,0,0,0,2010,8707
12060,45291/,K,D,0,D,0,D,0,96,1,2,0,0,7,29,57,0,0,0,0,0,0,2010,8716
12060,452910,K,D,0,D,0,D,0,96,1,2,0,0,7,29,57,0,0,0,0,0,0,2010,8724
12060,45299/,,G,4444,G,15485,G,71213,531,94,270,141,26,0,0,0,0,0,0,0,0,0,2010,8729
12060,452990,,G,4444,G,15485,G,71213,531,94,270,141,26,0,0,0,0,0,0,0,0,0,2010,8737
12060,453///,,G,11621,G,52219,G,222947,1388,800,257,175,138,14,2,1,1,0,0,0,0,0,2010,8745
12060,4531//,,G,694,G,2732,G,11182,184,137,38,8,0,1,0,0,0,0,0,0,0,0,2010,8758
12060,45311/,,G,694,G,2732,G,11182,184,137,38,8,0,1,0,0,0,0,0,0,0,0,2010,8766
12060,453110,,G,694,G,2732,G,11182,184,137,38,8,0,1,0,0,0,0,0,0,0,0,2010,8774
12060,4532//,,G,4753,G,20585,G,82988,449,192,99,99,55,1,2,0,1,0,0,0,0,0,2010,8781
12060,45321/,,G,2077,G,11114,G,45904,160,45,15,58,42,0,0,0,0,0,0,0,0,0,2010,8787
12060,453210,,G,2077,G,11114,G,45904,160,45,15,58,42,0,0,0,0,0,0,0,0,0,2010,8795
12060,45322/,,G,2676,G,9471,G,37084,289,147,84,41,13,1,2,0,1,0,0,0,0,0,2010,8803
12060,453220,,G,2676,G,9471,G,37084,289,147,84,41,13,1,2,0,1,0,0,0,0,0,2010,8811
12060,4533//,,H,2919,H,12048,H,56589,269,154,43,20,44,8,0,0,0,0,0,0,0,0,2010,8820
12060,45331/,,H,2919,H,12048,H,56589,269,154,43,20,44,8,0,0,0,0,0,0,0,0,2010,8828
12060,453310,,H,2919,H,12048,H,56589,269,154,43,20,44,8,0,0,0,0,0,0,0,0,2010,8836
12060,4539//,,H,3255,H,16854,G,72188,486,317,77,48,39,4,0,1,0,0,0,0,0,0,2010,8842
12060,45391/,G,D,0,D,0,D,0,125,46,19,24,32,4,0,0,0,0,0,0,0,0,2010,8852
12060,453910,G,D,0,D,0,D,0,125,46,19,24,32,4,0,0,0,0,0,0,0,0,2010,8860
12060,45392/,,H,206,G,1206,G,5211,74,57,14,3,0,0,0,0,0,0,0,0,0,0,2010,8869
12060,453920,,H,206,G,1206,G,5211,74,57,14,3,0,0,0,0,0,0,0,0,0,0,2010,8877
12060,45393/,,H,20,H,165,H,688,6,4,2,0,0,0,0,0,0,0,0,0,0,0,2010,8888
12060,453930,,H,20,H,165,H,688,6,4,2,0,0,0,0,0,0,0,0,0,0,0,2010,8896
12060,45399/,,G,1357,G,7741,G,35494,281,210,42,21,7,0,0,1,0,0,0,0,0,0,2010,8899
12060,453991,,H,121,H,500,G,2276,54,48,4,2,0,0,0,0,0,0,0,0,0,0,2010,8906
12060,453998,,G,1236,G,7241,G,33218,227,162,38,19,7,0,0,1,0,0,0,0,0,0,2010,8914
12060,454///,,G,7167,G,66208,G,289476,903,626,131,75,47,11,12,1,0,0,0,0,0,0,2010,8923
12060,4541//,,G,4787,G,45386,G,203033,459,320,58,30,32,7,11,1,0,0,0,0,0,0,2010,8933
12060,45411/,,G,4787,G,45386,G,203033,459,320,58,30,32,7,11,1,0,0,0,0,0,0,2010,8941
12060,454111,,G,2136,G,19372,G,87837,342,266,37,17,16,2,4,0,0,0,0,0,0,0,2010,8947
12060,454112,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,8953
12060,454113,,G,2646,G,25979,G,115024,116,54,20,13,16,5,7,1,0,0,0,0,0,0,2010,8963
12060,4542//,,G,450,G,3514,G,15839,75,56,7,7,3,2,0,0,0,0,0,0,0,0,2010,8969
12060,45421/,,G,450,G,3514,G,15839,75,56,7,7,3,2,0,0,0,0,0,0,0,0,2010,8977
12060,454210,,G,450,G,3514,G,15839,75,56,7,7,3,2,0,0,0,0,0,0,0,0,2010,8985
12060,4543//,,G,1930,G,17308,G,70604,369,250,66,38,12,2,1,0,0,0,0,0,0,0,2010,8994
12060,45431/,,H,514,G,4773,G,18970,70,20,31,18,1,0,0,0,0,0,0,0,0,0,2010,9006
12060,454311,A,D,0,D,0,D,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2010,9012
12060,454312,,H,502,G,4669,G,18396,66,17,30,18,1,0,0,0,0,0,0,0,0,0,2010,9019
12060,45439/,,G,1416,H,12535,G,51634,299,230,35,20,11,2,1,0,0,0,0,0,0,0,2010,9026
12060,454390,,G,1416,H,12535,G,51634,299,230,35,20,11,2,1,0,0,0,0,0,0,0,2010,9034
12060,48----,,G,103362,G,1077406,G,4634888,3203,1851,436,336,269,132,119,40,11,9,3,2,2,2,2010,9040
12060,481///,,G,29752,G,390716,G,1639370,95,54,10,13,6,1,6,1,0,4,1,0,1,2,2010,9048
12060,4811//,,H,27817,H,358071,H,1506490,45,21,5,7,3,1,4,1,0,3,0,0,1,2,2010,9058
12060,48111/,,H,27817,H,358071,H,1506490,45,21,5,7,3,1,4,1,0,3,0,0,1,2,2010,9066
12060,481111,,H,27674,H,356347,H,1499243,31,12,5,4,1,1,4,1,0,3,0,0,1,2,2010,9074
12060,481112,,H,143,H,1724,H,7247,14,9,0,3,2,0,0,0,0,0,0,0,0,0,2010,9085
12060,4812//,G,D,0,D,0,D,0,50,33,5,6,3,0,2,0,0,1,1,0,0,0,2010,9092
12060,48121/,G,D,0,D,0,D,0,50,33,5,6,3,0,2,0,0,1,1,0,0,0,2010,9100
12060,481211,G,D,0,D,0,D,0,32,20,3,3,3,0,2,0,0,1,1,0,0,0,2010,9105
12060,481212,B,D,0,D,0,D,0,7,4,1,2,0,0,0,0,0,0,0,0,0,0,2010,9118
12060,481219,,H,32,G,420,H,1976,11,9,1,1,0,0,0,0,0,0,0,0,0,0,2010,9127
12060,483///,A,S,0,G,337,G,1239,10,9,1,0,0,0,0,0,0,0,0,0,0,0,2010,9128
12060,4831//,A,S,0,G,337,G,1239,10,9,1,0,0,0,0,0,0,0,0,0,0,0,2010,9136
12060,48311/,A,S,0,G,337,G,1239,10,9,1,0,0,0,0,0,0,0,0,0,0,0,2010,9144
12060,483111,A,S,0,H,276,H,1061,8,7,1,0,0,0,0,0,0,0,0,0,0,0,2010,9154
12060,483113,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2010,9169
12060,484///,,G,24701,G,229539,G,1026067,1453,971,158,115,106,46,36,18,2,1,1,0,0,0,2010,9176
12060,4841//,,G,19271,G,184712,G,825941,945,651,94,63,54,34,29,17,2,1,1,0,0,0,2010,9184
12060,48411/,,G,1666,G,14640,G,63658,248,181,32,16,11,5,3,0,0,0,0,0,0,0,2010,9192
12060,484110,,G,1666,G,14640,G,63658,248,181,32,16,11,5,3,0,0,0,0,0,0,0,2010,9200
12060,48412/,,G,17605,G,170072,G,762283,697,470,62,47,43,29,26,17,2,1,1,0,0,0,2010,9208
12060,484121,,G,9715,G,82404,G,366561,557,387,55,40,35,18,15,5,1,1,1,0,0,0,2010,9223
12060,484122,,G,7890,G,87668,G,395722,140,83,7,7,8,11,11,12,1,0,0,0,0,0,2010,9224
12060,4842//,,G,5430,G,44827,G,200126,508,320,64,52,52,12,7,1,0,0,0,0,0,0,2010,9234
12060,48421/,,G,1463,G,9708,G,43500,115,64,13,14,19,3,2,0,0,0,0,0,0,0,2010,9240
12060,484210,,G,1463,G,9708,G,43500,115,64,13,14,19,3,2,0,0,0,0,0,0,0,2010,9248
12060,48422/,,G,1888,G,15883,G,71358,278,191,39,27,14,6,1,0,0,0,0,0,0,0,2010,9259
12060,484220,,G,1888,G,15883,G,71358,278,191,39,27,14,6,1,0,0,0,0,0,0,0,2010,9267
12060,48423/,,G,2079,G,19236,G,85268,115,65,12,11,19,3,4,1,0,0,0,0,0,0,2010,9274
12060,484230,,G,2079,G,19236,G,85268,115,65,12,11,19,3,4,1,0,0,0,0,0,0,2010,9282
12060,485///,,G,2634,G,17818,G,78707,192,109,32,24,17,1,9,0,0,0,0,0,0,0,2010,9291
12060,4851//,F,D,0,D,0,D,0,7,2,1,0,1,0,3,0,0,0,0,0,0,0,2010,9299
12060,48511/,F,D,0,D,0,D,0,7,2,1,0,1,0,3,0,0,0,0,0,0,0,2010,9307
12060,485113,F,D,0,D,0,D,0,6,2,0,0,1,0,3,0,0,0,0,0,0,0,2010,9316
12060,485119,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,9322
12060,4852//,E,S,0,H,2058,H,11044,10,4,2,1,2,0,1,0,0,0,0,0,0,0,2010,9329
12060,48521/,E,S,0,H,2058,H,11044,10,4,2,1,2,0,1,0,0,0,0,0,0,0,2010,9337
12060,485210,E,S,0,H,2058,H,11044,10,4,2,1,2,0,1,0,0,0,0,0,0,0,2010,9345
12060,4853//,,G,419,G,2407,G,11104,85,64,10,7,3,0,1,0,0,0,0,0,0,0,2010,9356
12060,48531/,,G,114,G,653,G,3092,32,24,4,3,1,0,0,0,0,0,0,0,0,0,2010,9361
12060,485310,,G,114,G,653,G,3092,32,24,4,3,1,0,0,0,0,0,0,0,0,0,2010,9369
12060,48532/,,H,305,G,1754,G,8012,53,40,6,4,2,0,1,0,0,0,0,0,0,0,2010,9380
12060,485320,,H,305,G,1754,G,8012,53,40,6,4,2,0,1,0,0,0,0,0,0,0,2010,9388
12060,4854//,,H,254,H,1477,H,6272,11,4,1,1,3,1,1,0,0,0,0,0,0,0,2010,9397
12060,48541/,,H,254,H,1477,H,6272,11,4,1,1,3,1,1,0,0,0,0,0,0,0,2010,9405
12060,485410,,H,254,H,1477,H,6272,11,4,1,1,3,1,1,0,0,0,0,0,0,0,2010,9413
12060,4855//,,H,323,H,1586,H,7317,21,9,6,1,4,0,1,0,0,0,0,0,0,0,2010,9419
12060,48551/,,H,323,H,1586,H,7317,21,9,6,1,4,0,1,0,0,0,0,0,0,0,2010,9427
12060,485510,,H,323,H,1586,H,7317,21,9,6,1,4,0,1,0,0,0,0,0,0,0,2010,9435
12060,4859//,,H,724,H,6152,H,23886,58,26,12,14,4,0,2,0,0,0,0,0,0,0,2010,9447
12060,48599/,,H,724,H,6152,H,23886,58,26,12,14,4,0,2,0,0,0,0,0,0,0,2010,9455
12060,485991,,H,628,H,5748,H,22491,41,16,9,10,4,0,2,0,0,0,0,0,0,0,2010,9463
12060,485999,,H,96,H,404,H,1395,17,10,3,4,0,0,0,0,0,0,0,0,0,0,2010,9472
12060,486///,F,D,0,D,0,D,0,20,9,3,1,3,3,1,0,0,0,0,0,0,0,2010,9474
12060,4861//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9484
12060,48611/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9492
12060,486110,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9500
12060,4862//,,G,105,G,3426,G,10871,9,5,1,1,2,0,0,0,0,0,0,0,0,0,2010,9509
12060,48621/,,G,105,G,3426,G,10871,9,5,1,1,2,0,0,0,0,0,0,0,0,0,2010,9517
12060,486210,,G,105,G,3426,G,10871,9,5,1,1,2,0,0,0,0,0,0,0,0,0,2010,9525
12060,4869//,E,D,0,D,0,D,0,10,3,2,0,1,3,1,0,0,0,0,0,0,0,2010,9530
12060,48691/,E,D,0,D,0,D,0,10,3,2,0,1,3,1,0,0,0,0,0,0,0,2010,9538
12060,486910,E,D,0,D,0,D,0,10,3,2,0,1,3,1,0,0,0,0,0,0,0,2010,9546
12060,487///,,G,26,G,163,H,1139,11,9,1,1,0,0,0,0,0,0,0,0,0,0,2010,9557
12060,4871//,,G,21,G,153,H,1029,8,7,0,1,0,0,0,0,0,0,0,0,0,0,2010,9565
12060,48711/,,G,21,G,153,H,1029,8,7,0,1,0,0,0,0,0,0,0,0,0,0,2010,9573
12060,487110,,G,21,G,153,H,1029,8,7,0,1,0,0,0,0,0,0,0,0,0,0,2010,9581
12060,4872//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9585
12060,48721/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9592
12060,487210,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9599
12060,4879//,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2010,9609
12060,48799/,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2010,9617
12060,487990,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2010,9625
12060,488///,,G,13352,G,130630,G,567756,808,437,146,104,62,36,19,2,1,1,0,1,0,0,2010,9631
12060,4881//,,H,4471,H,28635,H,117267,107,51,10,18,11,8,7,1,0,1,0,1,0,0,2010,9643
12060,48811/,H,S,0,H,13899,H,57461,27,8,1,8,1,2,5,1,0,1,0,1,0,0,2010,9646
12060,488111,C,D,0,D,0,D,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2010,9661
12060,488119,H,S,0,H,12452,H,51132,25,7,1,8,1,2,4,1,0,1,0,1,0,0,2010,9662
12060,48819/,,G,1239,G,14736,G,59806,80,43,9,10,10,6,2,0,0,0,0,0,0,0,2010,9676
12060,488190,,G,1239,G,14736,G,59806,80,43,9,10,10,6,2,0,0,0,0,0,0,0,2010,9684
12060,4882//,,H,1105,G,9356,H,43475,16,5,1,3,4,2,0,0,1,0,0,0,0,0,2010,9687
12060,48821/,,H,1105,G,9356,H,43475,16,5,1,3,4,2,0,0,1,0,0,0,0,0,2010,9695
12060,488210,,H,1105,G,9356,H,43475,16,5,1,3,4,2,0,0,1,0,0,0,0,0,2010,9703
12060,4883//,A,S,0,S,0,H,173,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2010,9712
12060,48832/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9723
12060,488320,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9731
12060,48839/,A,D,0,D,0,D,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2010,9749
12060,488390,A,D,0,D,0,D,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2010,9756
12060,4884//,,G,1260,G,9430,G,41393,161,101,24,18,15,1,2,0,0,0,0,0,0,0,2010,9759
12060,48841/,,G,811,G,6526,G,27837,133,85,21,16,10,1,0,0,0,0,0,0,0,0,2010,9767
12060,488410,,G,811,G,6526,G,27837,133,85,21,16,10,1,0,0,0,0,0,0,0,0,2010,9775
12060,48849/,,G,449,G,2904,G,13556,28,16,3,2,5,0,2,0,0,0,0,0,0,0,2010,9784
12060,488490,,G,449,G,2904,G,13556,28,16,3,2,5,0,2,0,0,0,0,0,0,0,2010,9792
12060,4885//,,G,6364,G,81549,G,358226,498,261,108,63,31,24,10,1,0,0,0,0,0,0,2010,9799
12060,48851/,,G,6364,G,81549,G,358226,498,261,108,63,31,24,10,1,0,0,0,0,0,0,2010,9807
12060,488510,,G,6364,G,81549,G,358226,498,261,108,63,31,24,10,1,0,0,0,0,0,0,2010,9815
12060,4889//,,H,147,H,1618,H,7222,22,15,3,2,1,1,0,0,0,0,0,0,0,0,2010,9827
12060,48899/,,H,147,H,1618,H,7222,22,15,3,2,1,1,0,0,0,0,0,0,0,0,2010,9835
12060,488991,,H,145,H,1606,H,7145,20,13,3,2,1,1,0,0,0,0,0,0,0,0,2010,9841
12060,488999,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2010,9849
12060,492///,,H,13240,H,116685,H,552951,251,153,28,21,13,9,15,6,4,2,0,1,1,0,2010,9857
12060,4921//,J,D,0,D,0,D,0,171,95,17,16,10,6,15,6,4,2,0,1,1,0,2010,9861
12060,49211/,J,D,0,D,0,D,0,171,95,17,16,10,6,15,6,4,2,0,1,1,0,2010,9869
12060,492110,J,D,0,D,0,D,0,171,95,17,16,10,6,15,6,4,2,0,1,1,0,2010,9877
12060,4922//,,G,464,G,4137,G,19287,80,58,11,5,3,3,0,0,0,0,0,0,0,0,2010,9885
12060,49221/,,G,464,G,4137,G,19287,80,58,11,5,3,3,0,0,0,0,0,0,0,0,2010,9893
12060,492210,,G,464,G,4137,G,19287,80,58,11,5,3,3,0,0,0,0,0,0,0,0,2010,9901
12060,493///,,G,19096,G,174627,G,715496,363,100,57,57,62,36,33,13,4,1,1,0,0,0,2010,9911
12060,4931//,,G,19096,G,174627,G,715496,363,100,57,57,62,36,33,13,4,1,1,0,0,0,2010,9919
12060,49311/,,G,14359,G,128928,G,533665,288,80,47,46,52,25,25,9,3,1,1,0,0,0,2010,9927
12060,493110,,G,14359,G,128928,G,533665,288,80,47,46,52,25,25,9,3,1,1,0,0,0,2010,9935
12060,49312/,,G,2909,G,28606,G,115954,24,2,3,2,1,6,8,1,1,0,0,0,0,0,2010,9944
12060,493120,,G,2909,G,28606,G,115954,24,2,3,2,1,6,8,1,1,0,0,0,0,0,2010,9952
12060,49313/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9957
12060,493130,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,9963
12060,49319/,,G,1826,H,17092,H,65850,50,17,7,9,9,5,0,3,0,0,0,0,0,0,2010,9971
12060,493190,,G,1826,H,17092,H,65850,50,17,7,9,9,5,0,3,0,0,0,0,0,0,2010,9979
12060,51----,,G,99043,G,2137288,G,7680044,2846,1514,340,364,306,125,114,50,23,10,5,2,3,0,2010,9992
12060,511///,,G,24368,G,492287,G,1928258,544,268,76,78,70,16,18,8,7,3,1,0,2,0,2010,9997
12060,5111//,,H,11746,H,145704,H,532206,347,188,52,53,37,6,4,4,2,1,0,0,1,0,2010,10005
12060,51111/,I,D,0,D,0,D,0,83,31,18,16,11,3,2,0,1,1,0,0,1,0,2010,10009
12060,511110,I,D,0,D,0,D,0,83,31,18,16,11,3,2,0,1,1,0,0,1,0,2010,10017
12060,51112/,,H,3261,H,49203,H,190158,174,100,25,24,18,2,2,3,0,0,0,0,0,0,2010,10032
12060,511120,,H,3261,H,49203,H,190158,174,100,25,24,18,2,2,3,0,0,0,0,0,0,2010,10040
12060,51113/,,G,310,G,4318,G,16064,44,30,3,6,4,1,0,0,0,0,0,0,0,0,2010,10043
12060,511130,,G,310,G,4318,G,16064,44,30,3,6,4,1,0,0,0,0,0,0,0,0,2010,10051
12060,51114/,F,D,0,D,0,D,0,32,17,5,4,4,0,0,1,1,0,0,0,0,0,2010,10059
12060,511140,F,D,0,D,0,D,0,32,17,5,4,4,0,0,1,1,0,0,0,0,0,2010,10067
12060,51119/,,G,62,H,647,H,2609,14,10,1,3,0,0,0,0,0,0,0,0,0,0,2010,10076
12060,511199,,G,62,H,647,H,2609,14,10,1,3,0,0,0,0,0,0,0,0,0,0,2010,10086
12060,5112//,,G,12622,G,346583,H,1396052,197,80,24,25,33,10,14,4,5,2,1,0,1,0,2010,10093
12060,51121/,,G,12622,G,346583,H,1396052,197,80,24,25,33,10,14,4,5,2,1,0,1,0,2010,10101
12060,511210,,G,12622,G,346583,H,1396052,197,80,24,25,33,10,14,4,5,2,1,0,1,0,2010,10109
12060,512///,,G,3990,G,34646,G,142378,492,373,33,26,39,16,5,0,0,0,0,0,0,0,2010,10116
12060,5121//,,G,3432,G,26218,G,108641,370,270,27,19,35,15,4,0,0,0,0,0,0,0,2010,10124
12060,51211/,,G,1152,G,17364,G,70211,268,227,20,11,7,1,2,0,0,0,0,0,0,0,2010,10131
12060,512110,,G,1152,G,17364,G,70211,268,227,20,11,7,1,2,0,0,0,0,0,0,0,2010,10139
12060,51212/,,H,43,S,0,H,4066,10,8,1,0,1,0,0,0,0,0,0,0,0,0,2010,10153
12060,512120,,H,43,S,0,H,4066,10,8,1,0,1,0,0,0,0,0,0,0,0,0,2010,10161
12060,51213/,,G,2049,G,5311,G,22481,52,6,2,4,24,14,2,0,0,0,0,0,0,0,2010,10166
12060,512131,,G,2049,G,5311,G,22442,51,5,2,4,24,14,2,0,0,0,0,0,0,0,2010,10174
12060,512132,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,10180
12060,51219/,,G,188,G,2601,G,11883,40,29,4,4,3,0,0,0,0,0,0,0,0,0,2010,10184
