msa,naics,empflag,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,year,id
12060,81142/,,H,357,G,2481,G,11067,100,74,18,7,1,0,0,0,0,0,0,0,0,0,2007,15163
12060,811420,,H,357,G,2481,G,11067,100,74,18,7,1,0,0,0,0,0,0,0,0,0,2007,15171
12060,81143/,B,S,0,G,127,G,545,17,16,1,0,0,0,0,0,0,0,0,0,0,0,2007,15173
12060,811430,B,S,0,G,127,G,545,17,16,1,0,0,0,0,0,0,0,0,0,0,0,2007,15181
12060,81149/,,H,578,G,3612,G,15049,169,134,22,9,4,0,0,0,0,0,0,0,0,0,2007,15195
12060,811490,,H,578,G,3612,G,15049,169,134,22,9,4,0,0,0,0,0,0,0,0,0,2007,15203
12060,812///,,G,26303,G,140331,G,571414,3977,2564,828,394,144,30,12,1,2,2,2,0,0,0,2007,15207
12060,8121//,,G,10520,G,51146,G,210934,2000,1292,423,205,65,13,2,0,0,0,0,0,0,0,2007,15215
12060,81211/,,G,8812,G,44848,G,183371,1645,1054,351,167,59,13,1,0,0,0,0,0,0,0,2007,15226
12060,812111,,H,261,G,1266,H,5741,70,55,11,3,1,0,0,0,0,0,0,0,0,0,2007,15235
12060,812112,,G,8236,G,42484,G,172790,1411,845,332,163,57,13,1,0,0,0,0,0,0,0,2007,15243
12060,812113,,G,315,G,1098,G,4840,164,154,8,1,1,0,0,0,0,0,0,0,0,0,2007,15244
12060,81219/,,G,1708,G,6298,G,27563,355,238,72,38,6,0,1,0,0,0,0,0,0,0,2007,15252
12060,812191,E,S,0,S,0,H,6744,61,29,15,14,3,0,0,0,0,0,0,0,0,0,2007,15261
12060,812199,,G,1319,G,4721,G,20819,294,209,57,24,3,0,1,0,0,0,0,0,0,0,2007,15270
12060,8122//,,G,1533,G,11112,G,46646,210,90,59,53,8,0,0,0,0,0,0,0,0,0,2007,15276
12060,81221/,,G,1091,G,7500,G,31320,148,65,39,38,6,0,0,0,0,0,0,0,0,0,2007,15284
12060,812210,,G,1091,G,7500,G,31320,148,65,39,38,6,0,0,0,0,0,0,0,0,0,2007,15292
12060,81222/,,H,442,G,3612,G,15326,62,25,20,15,2,0,0,0,0,0,0,0,0,0,2007,15305
12060,812220,,H,442,G,3612,G,15326,62,25,20,15,2,0,0,0,0,0,0,0,0,0,2007,15313
12060,8123//,,G,6271,G,35442,G,139202,1001,651,229,78,31,4,7,1,0,0,0,0,0,0,2007,15323
12060,81231/,,H,535,G,2402,G,9470,165,132,23,8,2,0,0,0,0,0,0,0,0,0,2007,15331
12060,812310,,H,535,G,2402,G,9470,165,132,23,8,2,0,0,0,0,0,0,0,0,0,2007,15339
12060,81232/,,G,3462,G,13008,G,53992,793,514,197,65,17,0,0,0,0,0,0,0,0,0,2007,15346
12060,812320,,G,3462,G,13008,G,53992,793,514,197,65,17,0,0,0,0,0,0,0,0,0,2007,15354
12060,81233/,,G,2274,G,20032,G,75740,43,5,9,5,12,4,7,1,0,0,0,0,0,0,2007,15359
12060,812331,,G,871,H,6789,H,25748,13,2,4,3,1,0,2,1,0,0,0,0,0,0,2007,15369
12060,812332,,G,1403,G,13243,G,49992,30,3,5,2,11,4,5,0,0,0,0,0,0,0,2007,15377
12060,8129//,,G,7979,G,42631,G,174632,766,531,117,58,40,13,3,0,2,2,2,0,0,0,2007,15382
12060,81291/,,G,1105,G,4312,G,19656,204,143,33,16,8,4,0,0,0,0,0,0,0,0,2007,15388
12060,812910,,G,1105,G,4312,G,19656,204,143,33,16,8,4,0,0,0,0,0,0,0,0,2007,15396
12060,81292/,,G,402,G,4440,G,19025,27,15,6,1,2,3,0,0,0,0,0,0,0,0,2007,15405
12060,812921,,G,397,G,4418,G,18912,23,11,6,1,2,3,0,0,0,0,0,0,0,0,2007,15413
12060,812922,A,D,0,D,0,D,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2007,15426
12060,81293/,,G,4623,G,21236,G,85018,269,186,39,15,18,6,2,0,1,2,2,0,0,0,2007,15428
12060,812930,,G,4623,G,21236,G,85018,269,186,39,15,18,6,2,0,1,2,2,0,0,0,2007,15436
12060,81299/,,H,1849,G,12643,G,50933,266,187,39,26,12,0,1,0,1,0,0,0,0,0,2007,15450
12060,812990,,H,1849,G,12643,G,50933,266,187,39,26,12,0,1,0,1,0,0,0,0,0,2007,15458
12060,813///,,G,48155,G,315481,G,1278986,4012,2233,772,468,339,135,54,8,2,1,0,1,0,0,2007,15465
12060,8131//,,G,34521,G,166631,G,673257,2761,1454,551,344,255,111,38,7,1,0,0,0,0,0,2007,15474
12060,81311/,,G,34521,G,166631,G,673257,2761,1454,551,344,255,111,38,7,1,0,0,0,0,0,2007,15482
12060,813110,,G,34521,G,166631,G,673257,2761,1454,551,344,255,111,38,7,1,0,0,0,0,0,2007,15490
12060,8132//,,H,4036,H,54342,H,216399,224,152,39,14,11,4,2,0,1,1,0,1,0,0,2007,15494
12060,81321/,,H,4036,H,54342,H,216399,224,152,39,14,11,4,2,0,1,1,0,1,0,0,2007,15502
12060,813211,,G,364,G,5568,G,23252,113,91,13,7,2,0,0,0,0,0,0,0,0,0,2007,15509
12060,813212,,H,3096,H,40953,H,162052,62,29,17,5,6,2,1,0,1,1,0,1,0,0,2007,15520
12060,813219,,G,576,G,7821,G,31095,49,32,9,2,3,2,1,0,0,0,0,0,0,0,2007,15524
12060,8133//,,G,1336,G,11311,G,47503,190,117,39,21,9,2,2,0,0,0,0,0,0,0,2007,15536
12060,81331/,,G,1336,G,11311,G,47503,190,117,39,21,9,2,2,0,0,0,0,0,0,0,2007,15544
12060,813311,,H,249,G,2492,G,10693,53,35,12,4,2,0,0,0,0,0,0,0,0,0,2007,15554
12060,813312,,G,436,G,3740,G,16072,59,33,11,9,5,1,0,0,0,0,0,0,0,0,2007,15557
12060,813319,,G,651,G,5079,G,20738,78,49,16,8,2,1,2,0,0,0,0,0,0,0,2007,15569
12060,8134//,,G,2833,G,19786,G,83806,208,118,37,26,16,5,5,1,0,0,0,0,0,0,2007,15576
12060,81341/,,G,2833,G,19786,G,83806,208,118,37,26,16,5,5,1,0,0,0,0,0,0,2007,15584
12060,813410,,G,2833,G,19786,G,83806,208,118,37,26,16,5,5,1,0,0,0,0,0,0,2007,15592
12060,8139//,,G,5429,G,63411,G,258021,629,392,106,63,48,13,7,0,0,0,0,0,0,0,2007,15601
12060,81391/,,G,1824,G,27585,G,108000,237,150,45,20,16,5,1,0,0,0,0,0,0,0,2007,15609
12060,813910,,G,1824,G,27585,G,108000,237,150,45,20,16,5,1,0,0,0,0,0,0,0,2007,15617
12060,81392/,,G,1461,G,20782,G,86764,119,75,14,8,14,4,4,0,0,0,0,0,0,0,2007,15621
12060,813920,,G,1461,G,20782,G,86764,119,75,14,8,14,4,4,0,0,0,0,0,0,0,2007,15629
12060,81393/,,G,1227,G,7929,G,32342,115,51,27,21,13,2,1,0,0,0,0,0,0,0,2007,15640
12060,813930,,G,1227,G,7929,G,32342,115,51,27,21,13,2,1,0,0,0,0,0,0,0,2007,15648
12060,81394/,,G,47,G,529,G,2364,29,26,3,0,0,0,0,0,0,0,0,0,0,0,2007,15656
12060,813940,,G,47,G,529,G,2364,29,26,3,0,0,0,0,0,0,0,0,0,0,0,2007,15664
12060,81399/,,G,870,G,6586,G,28551,129,90,17,14,5,2,1,0,0,0,0,0,0,0,2007,15671
12060,813990,,G,870,G,6586,G,28551,129,90,17,14,5,2,1,0,0,0,0,0,0,0,2007,15679
12060,99----,,H,188,G,979,G,5013,162,154,7,1,0,0,0,0,0,0,0,0,0,0,2007,15688
12060,------,,G,2218090,G,26036987,G,99214830,135360,76952,22736,15795,11916,4253,2717,628,235,128,67,34,17,10,2008,8
12060,11----,,H,515,G,4188,H,18754,131,97,21,11,1,1,0,0,0,0,0,0,0,0,2008,16
12060,113///,,G,329,G,2880,G,11767,62,37,15,9,0,1,0,0,0,0,0,0,0,0,2008,21
12060,1131//,,G,39,G,307,G,1320,12,10,0,2,0,0,0,0,0,0,0,0,0,0,2008,27
12060,11311/,,G,39,G,307,G,1320,12,10,0,2,0,0,0,0,0,0,0,0,0,0,2008,35
12060,113110,,G,39,G,307,G,1320,12,10,0,2,0,0,0,0,0,0,0,0,0,0,2008,43
12060,1132//,B,D,0,D,0,D,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2008,56
12060,11321/,B,D,0,D,0,D,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2008,64
12060,113210,B,D,0,D,0,D,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2008,72
12060,1133//,,G,270,G,2322,G,9383,47,25,15,6,0,1,0,0,0,0,0,0,0,0,2008,78
12060,11331/,,G,270,G,2322,G,9383,47,25,15,6,0,1,0,0,0,0,0,0,0,0,2008,86
12060,113310,,G,270,G,2322,G,9383,47,25,15,6,0,1,0,0,0,0,0,0,0,0,2008,94
12060,114///,A,D,0,D,0,D,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2008,97
12060,1141//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,105
12060,11411/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,111
12060,114112,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,119
12060,1142//,A,D,0,D,0,D,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2008,124
12060,11421/,A,D,0,D,0,D,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2008,132
12060,114210,A,D,0,D,0,D,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2008,140
12060,115///,,H,179,H,1273,H,6845,65,57,5,2,1,0,0,0,0,0,0,0,0,0,2008,153
12060,1151//,,H,21,S,0,H,618,8,5,3,0,0,0,0,0,0,0,0,0,0,0,2008,159
12060,11511/,,H,21,S,0,H,618,8,5,3,0,0,0,0,0,0,0,0,0,0,0,2008,167
12060,115112,A,D,0,D,0,D,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2008,173
12060,115114,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2008,185
12060,115115,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2008,188
12060,115116,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,197
12060,1152//,B,S,0,G,535,G,2050,44,41,2,1,0,0,0,0,0,0,0,0,0,0,2008,203
12060,11521/,B,S,0,G,535,G,2050,44,41,2,1,0,0,0,0,0,0,0,0,0,0,2008,211
12060,115210,B,S,0,G,535,G,2050,44,41,2,1,0,0,0,0,0,0,0,0,0,0,2008,219
12060,1153//,B,D,0,D,0,D,0,13,11,0,1,1,0,0,0,0,0,0,0,0,0,2008,229
12060,11531/,B,D,0,D,0,D,0,13,11,0,1,1,0,0,0,0,0,0,0,0,0,2008,237
12060,115310,B,D,0,D,0,D,0,13,11,0,1,1,0,0,0,0,0,0,0,0,0,2008,245
12060,21----,,H,1381,G,24626,G,75922,66,20,9,8,23,5,1,0,0,0,0,0,0,0,2008,255
12060,211///,B,D,0,D,0,D,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2008,263
12060,2111//,B,D,0,D,0,D,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2008,271
12060,21111/,B,D,0,D,0,D,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2008,279
12060,211111,B,D,0,D,0,D,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2008,287
12060,212///,,H,1177,H,14990,H,54215,52,13,6,6,23,3,1,0,0,0,0,0,0,0,2008,290
12060,2123//,,H,1177,H,14990,H,54215,52,13,6,6,23,3,1,0,0,0,0,0,0,0,2008,301
12060,21231/,,H,1024,H,13112,H,46997,40,6,4,6,21,2,1,0,0,0,0,0,0,0,2008,307
12060,212311,,H,36,H,469,H,1870,4,2,1,0,1,0,0,0,0,0,0,0,0,0,2008,320
12060,212312,B,D,0,D,0,D,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2008,323
12060,212313,F,S,0,H,11120,H,39114,32,3,2,5,20,2,0,0,0,0,0,0,0,0,2008,332
12060,212319,C,D,0,D,0,D,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2008,342
12060,21232/,,H,131,H,1209,H,5161,11,7,2,0,1,1,0,0,0,0,0,0,0,0,2008,352
12060,212321,B,S,0,H,298,G,1476,7,5,1,0,1,0,0,0,0,0,0,0,0,0,2008,357
12060,212322,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2008,368
12060,212325,B,D,0,D,0,D,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2008,375
12060,21239/,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,379
12060,212393,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,388
12060,213///,,H,175,S,0,H,20073,11,6,2,1,0,2,0,0,0,0,0,0,0,0,2008,407
12060,2131//,,H,175,S,0,H,20073,11,6,2,1,0,2,0,0,0,0,0,0,0,0,2008,415
12060,21311/,,H,175,S,0,H,20073,11,6,2,1,0,2,0,0,0,0,0,0,0,0,2008,423
12060,213111,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,426
12060,213112,B,D,0,D,0,D,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,2008,435
12060,213113,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,442
12060,213115,C,D,0,D,0,D,0,6,3,2,0,0,1,0,0,0,0,0,0,0,0,2008,458
12060,22----,J,D,0,D,0,D,0,212,71,35,21,33,18,19,10,4,1,1,0,0,0,2008,460
12060,221///,J,D,0,D,0,D,0,212,71,35,21,33,18,19,10,4,1,1,0,0,0,2008,468
12060,2211//,J,D,0,D,0,D,0,156,49,28,12,22,15,16,10,3,1,1,0,0,0,2008,476
12060,22111/,G,D,0,D,0,D,0,13,2,4,0,1,1,2,3,0,0,0,0,0,0,2008,486
12060,221111,E,D,0,D,0,D,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2008,498
12060,221112,G,D,0,D,0,D,0,10,1,3,0,1,1,2,2,0,0,0,0,0,0,2008,502
12060,221113,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,508
12060,22112/,J,D,0,D,0,D,0,143,47,24,12,21,14,14,7,3,1,1,0,0,0,2008,524
12060,221121,E,D,0,D,0,D,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2008,530
12060,221122,I,D,0,D,0,D,0,141,47,24,12,21,14,13,6,3,1,1,0,0,0,2008,540
12060,2212//,G,D,0,D,0,D,0,34,10,2,7,8,3,3,0,1,0,0,0,0,0,2008,553
12060,22121/,G,D,0,D,0,D,0,34,10,2,7,8,3,3,0,1,0,0,0,0,0,2008,561
12060,221210,G,D,0,D,0,D,0,34,10,2,7,8,3,3,0,1,0,0,0,0,0,2008,569
12060,2213//,,G,169,G,2151,H,9091,22,12,5,2,3,0,0,0,0,0,0,0,0,0,2008,570
12060,22131/,B,S,0,G,1036,G,4661,15,10,3,2,0,0,0,0,0,0,0,0,0,0,2008,578
12060,221310,B,S,0,G,1036,G,4661,15,10,3,2,0,0,0,0,0,0,0,0,0,0,2008,586
12060,22132/,B,D,0,D,0,D,0,7,2,2,0,3,0,0,0,0,0,0,0,0,0,2008,594
12060,221320,B,D,0,D,0,D,0,7,2,2,0,3,0,0,0,0,0,0,0,0,0,2008,602
12060,23----,,G,138950,G,1604992,G,6313002,12382,8088,1826,1136,854,274,140,36,24,4,4,0,0,0,2008,622
12060,236///,,G,28894,G,444783,G,1620439,3736,2776,432,241,184,67,27,6,3,0,0,0,0,0,2008,634
12060,2361//,,G,12907,G,188299,G,624556,2743,2281,255,101,61,30,13,1,1,0,0,0,0,0,2008,636
12060,23611/,,G,12907,G,188299,G,624556,2743,2281,255,101,61,30,13,1,1,0,0,0,0,0,2008,644
12060,236115,,G,2482,G,30861,G,106999,818,714,56,24,17,7,0,0,0,0,0,0,0,0,2008,658
12060,236116,,H,2067,H,31271,H,117317,61,28,14,3,3,8,4,0,1,0,0,0,0,0,2008,666
12060,236117,,G,4725,G,92753,G,259739,714,554,86,37,18,12,6,1,0,0,0,0,0,0,2008,674
12060,236118,,H,3633,G,33414,G,140501,1150,985,99,37,23,3,3,0,0,0,0,0,0,0,2008,682
12060,2362//,,G,15987,G,256484,G,995883,993,495,177,140,123,37,14,5,2,0,0,0,0,0,2008,690
12060,23621/,,H,1111,H,18086,H,61486,62,33,9,9,6,2,3,0,0,0,0,0,0,0,2008,698
12060,236210,,H,1111,H,18086,H,61486,62,33,9,9,6,2,3,0,0,0,0,0,0,0,2008,706
12060,23622/,,G,14876,G,238398,G,934397,931,462,168,131,117,35,11,5,2,0,0,0,0,0,2008,711
12060,236220,,G,14876,G,238398,G,934397,931,462,168,131,117,35,11,5,2,0,0,0,0,0,2008,719
12060,237///,,G,22442,G,291729,G,1145206,972,482,173,117,118,43,24,8,3,4,4,0,0,0,2008,730
12060,2371//,,G,10764,G,142046,G,549970,422,171,76,57,72,25,15,4,1,1,1,0,0,0,2008,732
12060,23711/,,G,4447,G,45666,G,178411,255,103,57,30,44,14,6,1,0,0,0,0,0,0,2008,746
12060,237110,,G,4447,G,45666,G,178411,255,103,57,30,44,14,6,1,0,0,0,0,0,0,2008,754
12060,23712/,,G,1604,H,24597,H,111537,26,7,4,4,4,3,3,0,1,0,0,0,0,0,2008,756
12060,237120,,G,1604,H,24597,H,111537,26,7,4,4,4,3,3,0,1,0,0,0,0,0,2008,764
12060,23713/,,G,4713,G,71783,G,260022,141,61,15,23,24,8,6,3,0,1,1,0,0,0,2008,776
12060,237130,,G,4713,G,71783,G,260022,141,61,15,23,24,8,6,3,0,1,1,0,0,0,2008,784
12060,2372//,,G,1674,G,23077,G,85632,302,208,61,22,6,3,1,1,0,0,0,0,0,0,2008,789
12060,23721/,,G,1674,G,23077,G,85632,302,208,61,22,6,3,1,1,0,0,0,0,0,0,2008,797
12060,237210,,G,1674,G,23077,G,85632,302,208,61,22,6,3,1,1,0,0,0,0,0,0,2008,805
12060,2373//,,G,8531,G,106457,G,417666,176,67,24,25,34,13,6,3,1,3,3,0,0,0,2008,819
12060,23731/,,G,8531,G,106457,G,417666,176,67,24,25,34,13,6,3,1,3,3,0,0,0,2008,827
12060,237310,,G,8531,G,106457,G,417666,176,67,24,25,34,13,6,3,1,3,3,0,0,0,2008,835
12060,2379//,,G,1473,H,20149,H,91938,72,36,12,13,6,2,2,0,1,0,0,0,0,0,2008,837
12060,23799/,,G,1473,H,20149,H,91938,72,36,12,13,6,2,2,0,1,0,0,0,0,0,2008,845
12060,237990,,G,1473,H,20149,H,91938,72,36,12,13,6,2,2,0,1,0,0,0,0,0,2008,853
12060,238///,,G,87614,G,868480,G,3547357,7674,4830,1221,778,552,164,89,22,18,0,0,0,0,0,2008,866
12060,2381//,,G,21558,G,196318,G,810691,1566,969,239,162,123,38,24,6,5,0,0,0,0,0,2008,874
12060,23811/,,G,8537,G,72708,G,279236,392,191,80,46,50,11,8,3,3,0,0,0,0,0,2008,882
12060,238110,,G,8537,G,72708,G,279236,392,191,80,46,50,11,8,3,3,0,0,0,0,0,2008,890
12060,23812/,,G,1541,G,13036,G,54250,52,17,6,6,13,4,6,0,0,0,0,0,0,0,2008,894
12060,238120,,G,1541,G,13036,G,54250,52,17,6,6,13,4,6,0,0,0,0,0,0,0,2008,902
12060,23813/,,G,488,G,3440,G,13547,164,140,12,8,4,0,0,0,0,0,0,0,0,0,2008,911
12060,238130,,G,488,G,3440,G,13547,164,140,12,8,4,0,0,0,0,0,0,0,0,0,2008,919
12060,23814/,,G,2329,G,21036,G,89109,292,200,51,24,6,9,1,1,0,0,0,0,0,0,2008,930
12060,238140,,G,2329,G,21036,G,89109,292,200,51,24,6,9,1,1,0,0,0,0,0,0,2008,938
12060,23815/,,G,1534,G,15754,G,72454,108,45,21,26,10,3,3,0,0,0,0,0,0,0,2008,942
12060,238150,,G,1534,G,15754,G,72454,108,45,21,26,10,3,3,0,0,0,0,0,0,0,2008,950
12060,23816/,,G,3165,G,28588,G,130330,289,194,34,23,26,6,5,1,0,0,0,0,0,0,2008,962
12060,238160,,G,3165,G,28588,G,130330,289,194,34,23,26,6,5,1,0,0,0,0,0,0,2008,970
12060,23817/,,H,1552,H,11001,H,42872,160,130,12,11,4,2,0,0,1,0,0,0,0,0,2008,977
12060,238170,,H,1552,H,11001,H,42872,160,130,12,11,4,2,0,0,1,0,0,0,0,0,2008,985
12060,23819/,,H,2412,H,30755,H,128893,109,52,23,18,10,3,1,1,1,0,0,0,0,0,2008,995
12060,238190,,H,2412,H,30755,H,128893,109,52,23,18,10,3,1,1,1,0,0,0,0,0,2008,1003
12060,2382//,,G,38713,G,425046,G,1748815,3084,1765,591,343,249,80,38,9,9,0,0,0,0,0,2008,1011
12060,23821/,,G,18328,G,198513,G,824758,1412,795,288,151,107,46,18,3,4,0,0,0,0,0,2008,1019
12060,238210,,G,18328,G,198513,G,824758,1412,795,288,151,107,46,18,3,4,0,0,0,0,0,2008,1027
12060,23822/,,G,18155,G,197502,G,805837,1543,896,285,179,126,31,16,6,4,0,0,0,0,0,2008,1034
12060,238220,,G,18155,G,197502,G,805837,1543,896,285,179,126,31,16,6,4,0,0,0,0,0,2008,1042
12060,23829/,,G,2230,G,29031,G,118220,129,74,18,13,16,3,4,0,1,0,0,0,0,0,2008,1049
12060,238290,,G,2230,G,29031,G,118220,129,74,18,13,16,3,4,0,1,0,0,0,0,0,2008,1057
12060,2383//,,G,15900,G,139836,G,562989,1978,1465,233,134,99,29,10,4,4,0,0,0,0,0,2008,1066
12060,23831/,,G,5757,G,54480,G,214834,379,247,51,30,28,13,5,3,2,0,0,0,0,0,2008,1075
12060,238310,,G,5757,G,54480,G,214834,379,247,51,30,28,13,5,3,2,0,0,0,0,0,2008,1083
12060,23832/,,G,2653,G,23572,G,106614,559,463,47,27,12,8,2,0,0,0,0,0,0,0,2008,1090
12060,238320,,G,2653,G,23572,G,106614,559,463,47,27,12,8,2,0,0,0,0,0,0,0,2008,1098
12060,23833/,,G,1230,G,14227,G,52555,245,181,33,13,17,1,0,0,0,0,0,0,0,0,2008,1102
12060,238330,,G,1230,G,14227,G,52555,245,181,33,13,17,1,0,0,0,0,0,0,0,0,2008,1110
12060,23834/,,G,749,G,6893,G,28309,130,92,20,9,7,2,0,0,0,0,0,0,0,0,2008,1118
12060,238340,,G,749,G,6893,G,28309,130,92,20,9,7,2,0,0,0,0,0,0,0,0,2008,1126
12060,23835/,,G,2143,G,17147,G,65186,522,405,63,34,17,3,0,0,0,0,0,0,0,0,2008,1136
12060,238350,,G,2143,G,17147,G,65186,522,405,63,34,17,3,0,0,0,0,0,0,0,0,2008,1144
12060,23839/,,G,3368,G,23517,G,95491,143,77,19,21,18,2,3,1,2,0,0,0,0,0,2008,1155
12060,238390,,G,3368,G,23517,G,95491,143,77,19,21,18,2,3,1,2,0,0,0,0,0,2008,1163
12060,2389//,,G,11443,G,107280,G,424862,1046,631,158,139,81,17,17,3,0,0,0,0,0,0,2008,1164
12060,23891/,,G,7923,G,73324,G,285639,561,326,85,73,47,12,15,3,0,0,0,0,0,0,2008,1178
12060,238910,,G,7923,G,73324,G,285639,561,326,85,73,47,12,15,3,0,0,0,0,0,0,2008,1186
12060,23899/,,G,3520,G,33956,G,139223,485,305,73,66,34,5,2,0,0,0,0,0,0,0,2008,1193
12060,238990,,G,3520,G,33956,G,139223,485,305,73,66,34,5,2,0,0,0,0,0,0,0,2008,1201
12060,31----,,G,155469,G,1752202,G,6886346,4253,1614,682,661,602,323,272,68,27,4,2,1,0,1,2008,1210
12060,311///,,G,19919,G,179098,G,705390,252,83,30,35,28,17,34,16,8,1,1,0,0,0,2008,1217
12060,3111//,,H,490,H,7428,H,29666,13,5,0,2,5,0,0,1,0,0,0,0,0,0,2008,1222
12060,31111/,,H,490,H,7428,H,29666,13,5,0,2,5,0,0,1,0,0,0,0,0,0,2008,1230
12060,311111,E,D,0,D,0,D,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,2008,1237
12060,311119,,H,136,H,1540,H,6193,10,5,0,1,4,0,0,0,0,0,0,0,0,0,2008,1249
12060,3112//,G,D,0,D,0,D,0,9,3,0,1,1,0,3,0,1,0,0,0,0,0,2008,1259
12060,31121/,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2008,1261
12060,311211,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2008,1269
12060,31122/,E,D,0,D,0,D,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,2008,1283
12060,311221,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,1284
12060,311225,E,D,0,D,0,D,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,2008,1295
12060,31123/,F,D,0,D,0,D,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,2008,1302
12060,311230,F,D,0,D,0,D,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,2008,1310
12060,3113//,,G,123,G,636,H,2784,18,7,7,3,1,0,0,0,0,0,0,0,0,0,2008,1314
12060,31132/,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,1327
12060,311320,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,1332
12060,31133/,,H,96,G,393,H,1992,15,6,7,1,1,0,0,0,0,0,0,0,0,0,2008,1340
12060,311330,,H,96,G,393,H,1992,15,6,7,1,1,0,0,0,0,0,0,0,0,0,2008,1345
12060,31134/,A,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2008,1349
12060,311340,A,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2008,1357
12060,3114//,,H,698,G,6233,G,23046,7,2,0,1,0,1,2,1,0,0,0,0,0,0,2008,1376
12060,31141/,,G,362,G,3965,G,14455,4,1,0,1,0,0,2,0,0,0,0,0,0,0,2008,1381
12060,311412,,G,362,G,3965,G,14455,4,1,0,1,0,0,2,0,0,0,0,0,0,0,2008,1390
12060,31142/,E,D,0,D,0,D,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,2008,1401
12060,311422,E,D,0,D,0,D,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,2008,1412
12060,3115//,F,D,0,D,0,D,0,10,2,0,3,0,0,5,0,0,0,0,0,0,0,2008,1416
12060,31151/,F,D,0,D,0,D,0,8,1,0,3,0,0,4,0,0,0,0,0,0,0,2008,1424
12060,311511,F,D,0,D,0,D,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,2008,1436
12060,311513,B,D,0,D,0,D,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2008,1445
12060,311514,C,D,0,D,0,D,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2008,1451
12060,31152/,C,D,0,D,0,D,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2008,1458
12060,311520,C,D,0,D,0,D,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2008,1466
12060,3116//,,H,7166,H,52947,H,216496,40,11,2,6,5,2,4,3,6,1,1,0,0,0,2008,1478
12060,31161/,,H,7166,H,52947,H,216496,40,11,2,6,5,2,4,3,6,1,1,0,0,0,2008,1486
