id,year,naics,msa_total,msa_share,atl_total,atl_share,atl_location_quotient,basic_emp,n_basic_emp,emp_mul
2397,2008,325199,78432,0.001,375,0.000,0.244,0,375,
2398,2008,3252//,98060,0.001,926,0.000,0.483,0,926,
2399,2008,32521/,82921,0.001,770,0.000,0.475,0,770,
2400,2008,325211,72040,0.001,759,0.000,0.539,0,759,
2401,2008,325212,10713,0.000,10,0.000,0.048,0,10,
2402,2008,32522/,16800,0.000,175,0.000,0.533,0,175,
2403,2008,325222,15311,0.000,175,0.000,0.584,0,175,
2404,2008,3253//,31022,0.000,451,0.000,0.743,0,451,
2405,2008,32531/,19476,0.000,60,0.000,0.158,0,60,
2406,2008,325314,9219,0.000,60,0.000,0.333,0,60,
2407,2008,32532/,12140,0.000,375,0.000,1.579,375,0,36.686
2408,2008,325320,12140,0.000,375,0.000,1.579,375,0,36.686
2409,2008,3254//,250246,0.002,753,0.000,0.154,0,753,
2410,2008,32541/,250246,0.002,753,0.000,0.154,0,753,
2411,2008,325412,165430,0.001,157,0.000,0.049,0,157,
2412,2008,325413,32299,0.000,750,0.000,1.187,750,0,15.775
2413,2008,325414,39872,0.000,60,0.000,0.077,0,60,
2414,2008,3255//,63928,0.001,1140,0.001,0.912,0,1140,
2415,2008,32551/,41276,0.000,784,0.000,0.971,0,784,
2416,2008,325510,41276,0.000,784,0.000,0.971,0,784,
2417,2008,32552/,22709,0.000,356,0.000,0.802,0,356,
2418,2008,325520,22709,0.000,356,0.000,0.802,0,356,
2419,2008,3256//,107927,0.001,1892,0.001,0.896,0,1892,
2420,2008,32561/,47337,0.000,1568,0.001,1.694,1567,1,40.957
2421,2008,325611,23373,0.000,478,0.000,1.046,478,0,4.369
2422,2008,325612,19155,0.000,922,0.000,2.461,922,0,59.368
2423,2008,325613,7241,0.000,175,0.000,1.236,175,0,19.077
2424,2008,32562/,61744,0.001,324,0.000,0.268,0,324,
2425,2008,325620,61744,0.001,324,0.000,0.268,0,324,
2426,2008,3259//,94345,0.001,1726,0.001,0.935,0,1726,
2427,2008,32591/,13685,0.000,160,0.000,0.598,0,160,
2428,2008,325910,13685,0.000,160,0.000,0.598,0,160,
2429,2008,32599/,76691,0.001,1566,0.001,1.044,1565,1,4.222
2430,2008,325991,22999,0.000,307,0.000,0.683,0,307,
2431,2008,325992,22470,0.000,375,0.000,0.853,0,375,
2432,2008,325998,35558,0.000,782,0.000,1.124,782,0,11.071
2433,2008,326///,767944,0.007,15657,0.007,1.042,15551,106,4.074
2434,2008,3261//,628177,0.006,13082,0.006,1.065,13010,72,6.088
2435,2008,32611/,96716,0.001,2664,0.001,1.408,2662,2,28.997
2436,2008,326111,31956,0.000,262,0.000,0.419,0,262,
2437,2008,326112,25875,0.000,750,0.000,1.482,750,0,32.527
2438,2008,326113,39861,0.000,1583,0.001,2.031,1582,1,50.753
2439,2008,32612/,43450,0.000,591,0.000,0.695,0,591,
2440,2008,326121,21104,0.000,375,0.000,0.909,0,375,
2441,2008,326122,23372,0.000,276,0.000,0.604,0,276,
2442,2008,32614/,28692,0.000,1428,0.001,2.545,1428,0,60.704
2443,2008,326140,28692,0.000,1428,0.001,2.545,1428,0,60.704
2444,2008,32615/,33959,0.000,628,0.000,0.946,0,628,
2445,2008,326150,33959,0.000,628,0.000,0.946,0,628,
2446,2008,32616/,36463,0.000,1750,0.001,2.454,1749,1,59.250
2447,2008,326160,36463,0.000,1750,0.001,2.454,1749,1,59.250
2448,2008,32619/,390967,0.003,6256,0.003,0.818,0,6256,
2449,2008,326191,20890,0.000,375,0.000,0.918,0,375,
2450,2008,326192,4672,0.000,60,0.000,0.657,0,60,
2451,2008,326199,367022,0.003,5877,0.003,0.819,0,5877,
2452,2008,3262//,140853,0.001,2575,0.001,0.935,0,2575,
2453,2008,32621/,62844,0.001,750,0.000,0.610,0,750,
2454,2008,326211,54953,0.000,750,0.000,0.698,0,750,
2455,2008,326212,9170,0.000,223,0.000,1.243,223,0,19.577
2456,2008,32622/,18060,0.000,607,0.000,1.719,607,0,41.811
2457,2008,326220,18060,0.000,607,0.000,1.719,607,0,41.811
2458,2008,32629/,65309,0.001,1058,0.000,0.828,0,1058,
2459,2008,326291,30959,0.000,657,0.000,1.085,657,0,7.842
2460,2008,326299,35924,0.000,401,0.000,0.571,0,401,
2461,2008,327///,432443,0.004,9929,0.004,1.174,9891,38,14.820
2462,2008,3271//,46192,0.000,1273,0.001,1.409,1272,1,29.034
2463,2008,32711/,19339,0.000,750,0.000,1.983,750,0,49.570
2464,2008,327111,5095,0.000,375,0.000,3.763,375,0,73.428
2465,2008,327112,9004,0.000,750,0.000,4.259,750,0,76.521
2466,2008,32712/,28160,0.000,443,0.000,0.804,0,443,
2467,2008,327121,10102,0.000,60,0.000,0.304,0,60,
2468,2008,327122,7487,0.000,175,0.000,1.195,175,0,16.327
2469,2008,327124,4398,0.000,60,0.000,0.698,0,60,
2470,2008,327125,4986,0.000,175,0.000,1.795,175,0,44.278
2471,2008,3272//,100683,0.001,1468,0.001,0.746,0,1468,
2472,2008,32721/,100683,0.001,1468,0.001,0.746,0,1468,
2473,2008,327212,23448,0.000,30,0.000,0.065,0,30,
2474,2008,327213,13890,0.000,750,0.000,2.761,750,0,63.780
2475,2008,327215,53222,0.000,788,0.000,0.757,0,788,
2476,2008,3273//,205160,0.002,4665,0.002,1.163,4657,8,13.989
2477,2008,32731/,17840,0.000,175,0.000,0.502,0,175,
2478,2008,327310,17840,0.000,175,0.000,0.502,0,175,
2479,2008,32732/,96143,0.001,2283,0.001,1.214,2281,2,17.638
2480,2008,327320,96143,0.001,2283,0.001,1.214,2281,2,17.638
2481,2008,32733/,35848,0.000,584,0.000,0.833,0,584,
2482,2008,327331,24211,0.000,348,0.000,0.735,0,348,
2483,2008,327332,13234,0.000,175,0.000,0.676,0,175,
2484,2008,32739/,67950,0.001,1670,0.001,1.257,1669,1,20.423
2485,2008,327390,67950,0.001,1670,0.001,1.257,1669,1,20.423
2486,2008,3274//,14791,0.000,301,0.000,1.041,301,0,3.895
2487,2008,32742/,10834,0.000,301,0.000,1.421,301,0,29.606
2488,2008,327420,10834,0.000,301,0.000,1.421,301,0,29.606
2489,2008,3279//,77748,0.001,2222,0.001,1.461,2220,2,31.568
2490,2008,32791/,14934,0.000,60,0.000,0.205,0,60,
2491,2008,327910,14934,0.000,60,0.000,0.205,0,60,
2492,2008,32799/,63995,0.001,2169,0.001,1.733,2168,1,42.297
2493,2008,327991,30697,0.000,972,0.000,1.619,972,0,38.235
2494,2008,327992,6131,0.000,10,0.000,0.083,0,10,
2495,2008,327993,18336,0.000,921,0.000,2.568,921,0,61.063
2496,2008,327999,12157,0.000,269,0.000,1.131,269,0,11.613
2497,2008,331///,404431,0.004,1681,0.001,0.213,0,1681,
2498,2008,3311//,107812,0.001,375,0.000,0.178,0,375,
2499,2008,33111/,107812,0.001,375,0.000,0.178,0,375,
2500,2008,331111,105596,0.001,375,0.000,0.182,0,375,
2501,2008,3312//,45004,0.000,222,0.000,0.252,0,222,
2502,2008,33121/,19311,0.000,60,0.000,0.159,0,60,
2503,2008,331210,19311,0.000,60,0.000,0.159,0,60,
2504,2008,33122/,26205,0.000,155,0.000,0.302,0,155,
2505,2008,331221,10744,0.000,175,0.000,0.833,0,175,
2506,2008,331222,15646,0.000,60,0.000,0.196,0,60,
2507,2008,3313//,57915,0.001,678,0.000,0.599,0,678,
2508,2008,33131/,57915,0.001,678,0.000,0.599,0,678,
2509,2008,331311,1345,0.000,10,0.000,0.380,0,10,
2510,2008,331315,15113,0.000,60,0.000,0.203,0,60,
2511,2008,331316,22593,0.000,750,0.000,1.697,750,0,41.085
2512,2008,331319,2700,0.000,60,0.000,1.136,60,0,11.991
2513,2008,3314//,66904,0.001,264,0.000,0.202,0,264,
2514,2008,33141/,10864,0.000,60,0.000,0.282,0,60,
2515,2008,331419,8749,0.000,60,0.000,0.351,0,60,
2516,2008,33142/,26566,0.000,173,0.000,0.333,0,173,
2517,2008,331421,12332,0.000,60,0.000,0.249,0,60,
2518,2008,331422,13448,0.000,60,0.000,0.228,0,60,
2519,2008,33149/,31401,0.000,38,0.000,0.062,0,38,
2520,2008,331491,20629,0.000,32,0.000,0.079,0,32,
2521,2008,331492,10539,0.000,10,0.000,0.049,0,10,
2522,2008,3315//,143331,0.001,175,0.000,0.062,0,175,
2523,2008,33152/,68936,0.001,175,0.000,0.130,0,175,
2524,2008,331521,27086,0.000,60,0.000,0.113,0,60,
2525,2008,331522,7128,0.000,10,0.000,0.072,0,10,
2526,2008,331524,22907,0.000,10,0.000,0.022,0,10,
2527,2008,332///,1499071,0.013,15496,0.007,0.529,0,15496,
2528,2008,3321//,125746,0.001,1235,0.001,0.502,0,1235,
2529,2008,33211/,125746,0.001,1235,0.001,0.502,0,1235,
2530,2008,332111,24626,0.000,60,0.000,0.125,0,60,
2531,2008,332114,22230,0.000,447,0.000,1.028,447,0,2.738
2532,2008,332116,60818,0.001,709,0.000,0.596,0,709,
2533,2008,3322//,52144,0.000,306,0.000,0.300,0,306,
2534,2008,33221/,52144,0.000,306,0.000,0.300,0,306,
2535,2008,332212,36181,0.000,263,0.000,0.372,0,263,
2536,2008,332213,7228,0.000,60,0.000,0.424,0,60,
2537,2008,3323//,383521,0.003,7239,0.003,0.965,0,7239,
2538,2008,33231/,176221,0.002,2468,0.001,0.716,0,2468,
2539,2008,332311,32684,0.000,573,0.000,0.896,0,573,
2540,2008,332312,112669,0.001,1738,0.001,0.789,0,1738,
2541,2008,332313,37448,0.000,157,0.000,0.214,0,157,
2542,2008,33232/,212789,0.002,4771,0.002,1.146,4762,9,12.773
2543,2008,332321,65049,0.001,1315,0.001,1.034,1314,1,3.255
2544,2008,332322,113624,0.001,2072,0.001,0.932,0,2072,
2545,2008,332323,38875,0.000,1384,0.001,1.820,1384,0,45.065
2546,2008,3324//,89536,0.001,973,0.000,0.556,0,973,
2547,2008,33241/,20841,0.000,10,0.000,0.025,0,10,
2548,2008,332410,20841,0.000,10,0.000,0.025,0,10,
2549,2008,33242/,35419,0.000,582,0.000,0.840,0,582,
2550,2008,332420,35419,0.000,582,0.000,0.840,0,582,
2551,2008,33243/,34052,0.000,379,0.000,0.569,0,379,
2552,2008,332431,18059,0.000,340,0.000,0.963,0,340,
2553,2008,332439,15498,0.000,60,0.000,0.198,0,60,
2554,2008,3325//,41292,0.000,1295,0.001,1.604,1295,0,37.640
2555,2008,33251/,41292,0.000,1295,0.001,1.604,1295,0,37.640
2556,2008,332510,41292,0.000,1295,0.001,1.604,1295,0,37.640
2557,2008,3326//,49211,0.000,335,0.000,0.348,0,335,
2558,2008,33261/,49211,0.000,335,0.000,0.348,0,335,
2559,2008,332612,13241,0.000,375,0.000,1.448,375,0,30.944
2560,2008,332618,32212,0.000,60,0.000,0.095,0,60,
2561,2008,3327//,380616,0.003,1837,0.001,0.247,0,1837,
2562,2008,33271/,251900,0.002,1278,0.001,0.259,0,1278,
2563,2008,332710,251900,0.002,1278,0.001,0.259,0,1278,
2564,2008,33272/,131729,0.001,559,0.000,0.217,0,559,
2565,2008,332721,93132,0.001,468,0.000,0.257,0,468,
2566,2008,332722,39741,0.000,60,0.000,0.077,0,60,
2567,2008,3328//,136319,0.001,951,0.000,0.357,0,951,
2568,2008,33281/,136319,0.001,951,0.000,0.357,0,951,
2569,2008,332811,25710,0.000,175,0.000,0.348,0,175,
2570,2008,332812,55432,0.000,511,0.000,0.471,0,511,
2571,2008,332813,59813,0.001,332,0.000,0.284,0,332,
2572,2008,3329//,276881,0.002,1325,0.001,0.245,0,1325,
2573,2008,33291/,101228,0.001,175,0.000,0.088,0,175,
2574,2008,332911,38086,0.000,10,0.000,0.013,0,10,
2575,2008,332912,38173,0.000,60,0.000,0.080,0,60,
2576,2008,332913,10488,0.000,60,0.000,0.293,0,60,
2577,2008,33299/,180556,0.002,1212,0.001,0.343,0,1212,
2578,2008,332991,24058,0.000,175,0.000,0.372,0,175,
2579,2008,332992,11882,0.000,60,0.000,0.258,0,60,
2580,2008,332993,9587,0.000,10,0.000,0.053,0,10,
2581,2008,332994,11052,0.000,10,0.000,0.046,0,10,
2582,2008,332995,5270,0.000,10,0.000,0.097,0,10,
2583,2008,332996,31698,0.000,135,0.000,0.218,0,135,
2584,2008,332997,6235,0.000,10,0.000,0.082,0,10,
2585,2008,332998,4880,0.000,10,0.000,0.105,0,10,
2586,2008,332999,79006,0.001,838,0.000,0.542,0,838,
2587,2008,333///,1088959,0.010,8845,0.004,0.415,0,8845,
2588,2008,3331//,190921,0.002,844,0.000,0.226,0,844,
2589,2008,33311/,74167,0.001,585,0.000,0.403,0,585,
2590,2008,333111,53752,0.000,125,0.000,0.119,0,125,
2591,2008,333112,19691,0.000,375,0.000,0.974,0,375,
2592,2008,33312/,65357,0.001,259,0.000,0.203,0,259,
2593,2008,333120,65357,0.001,259,0.000,0.203,0,259,
2594,2008,33313/,55073,0.000,10,0.000,0.009,0,10,
2595,2008,333131,11162,0.000,10,0.000,0.046,0,10,
2596,2008,3332//,128100,0.001,1360,0.001,0.543,0,1360,
2597,2008,33321/,5567,0.000,60,0.000,0.551,0,60,
2598,2008,333210,5567,0.000,60,0.000,0.551,0,60,
2599,2008,33322/,15681,0.000,143,0.000,0.466,0,143,
2600,2008,333220,15681,0.000,143,0.000,0.466,0,143,
2601,2008,33329/,108527,0.001,1189,0.001,0.560,0,1189,
2602,2008,333291,9948,0.000,39,0.000,0.200,0,39,
2603,2008,333292,7807,0.000,60,0.000,0.393,0,60,
2604,2008,333293,14697,0.000,60,0.000,0.209,0,60,
2605,2008,333294,18700,0.000,367,0.000,1.003,367,0,0.347
2606,2008,333295,20685,0.000,60,0.000,0.148,0,60,
2607,2008,333298,40839,0.000,603,0.000,0.755,0,603,
2608,2008,3333//,87156,0.001,930,0.000,0.546,0,930,
2609,2008,33331/,87156,0.001,930,0.000,0.546,0,930,
2610,2008,333312,3885,0.000,60,0.000,0.790,0,60,
2611,2008,333313,8232,0.000,60,0.000,0.373,0,60,
2612,2008,333314,16804,0.000,60,0.000,0.183,0,60,
2613,2008,333315,6632,0.000,10,0.000,0.077,0,10,
2614,2008,333319,51919,0.000,690,0.000,0.680,0,690,
2615,2008,3334//,144090,0.001,2632,0.001,0.934,0,2632,
2616,2008,33341/,144090,0.001,2632,0.001,0.934,0,2632,
2617,2008,333411,15220,0.000,60,0.000,0.202,0,60,
2618,2008,333412,10399,0.000,175,0.000,0.860,0,175,
2619,2008,333414,21002,0.000,96,0.000,0.234,0,96,
2620,2008,333415,97960,0.001,2304,0.001,1.203,2302,2,16.847
2621,2008,3335//,164020,0.001,662,0.000,0.206,0,662,
2622,2008,33351/,164020,0.001,662,0.000,0.206,0,662,
2623,2008,333511,40062,0.000,175,0.000,0.223,0,175,
2624,2008,333512,23040,0.000,60,0.000,0.133,0,60,
2625,2008,333513,10213,0.000,60,0.000,0.300,0,60,
2626,2008,333514,51018,0.000,247,0.000,0.248,0,247,
2627,2008,333515,33499,0.000,85,0.000,0.130,0,85,
2628,2008,333518,10968,0.000,60,0.000,0.280,0,60,
2629,2008,3336//,114191,0.001,412,0.000,0.184,0,412,
2630,2008,33361/,114191,0.001,412,0.000,0.184,0,412,
2631,2008,333612,16186,0.000,60,0.000,0.190,0,60,
2632,2008,333613,16836,0.000,60,0.000,0.182,0,60,
2633,2008,333618,58198,0.001,375,0.000,0.329,0,375,
2634,2008,3339//,285324,0.003,2005,0.001,0.359,0,2005,
2635,2008,33391/,63243,0.001,76,0.000,0.061,0,76,
2636,2008,333911,35874,0.000,10,0.000,0.014,0,10,
2637,2008,333912,23997,0.000,60,0.000,0.128,0,60,
2638,2008,33392/,86310,0.001,750,0.000,0.444,0,750,
2639,2008,333921,7945,0.000,60,0.000,0.386,0,60,
2640,2008,333922,35614,0.000,175,0.000,0.251,0,175,
2641,2008,333923,20357,0.000,83,0.000,0.208,0,83,
2642,2008,333924,25573,0.000,375,0.000,0.750,0,375,
2643,2008,33399/,143223,0.001,1117,0.001,0.399,0,1117,
2644,2008,333991,8753,0.000,175,0.000,1.022,175,0,2.179
2645,2008,333992,18077,0.000,60,0.000,0.170,0,60,
2646,2008,333993,21239,0.000,655,0.000,1.577,655,0,36.583
2647,2008,333994,12051,0.000,60,0.000,0.255,0,60,
2648,2008,333995,21775,0.000,60,0.000,0.141,0,60,
2649,2008,333999,51166,0.000,98,0.000,0.098,0,98,
2650,2008,334///,1017205,0.009,7340,0.003,0.369,0,7340,
2651,2008,3341//,94566,0.001,629,0.000,0.340,0,629,
2652,2008,33411/,94566,0.001,629,0.000,0.340,0,629,
2653,2008,334111,36053,0.000,60,0.000,0.085,0,60,
2654,2008,334112,21578,0.000,10,0.000,0.024,0,10,
2655,2008,334113,1278,0.000,375,0.000,15.003,375,0,93.335
2656,2008,334119,41629,0.000,257,0.000,0.316,0,257,
2657,2008,3342//,122503,0.001,2081,0.001,0.869,0,2081,
2658,2008,33421/,22708,0.000,222,0.000,0.500,0,222,
2659,2008,334210,22708,0.000,222,0.000,0.500,0,222,
2660,2008,33422/,81437,0.001,1522,0.001,0.956,0,1522,
2661,2008,334220,81437,0.001,1522,0.001,0.956,0,1522,
2662,2008,33429/,18650,0.000,337,0.000,0.924,0,337,
2663,2008,334290,18650,0.000,337,0.000,0.924,0,337,
2664,2008,3343//,14904,0.000,750,0.000,2.573,750,0,61.135
2665,2008,33431/,14904,0.000,750,0.000,2.573,750,0,61.135
2666,2008,334310,14904,0.000,750,0.000,2.573,750,0,61.135
2667,2008,3344//,362131,0.003,824,0.000,0.116,0,824,
2668,2008,33441/,362131,0.003,824,0.000,0.116,0,824,
2669,2008,334411,5803,0.000,10,0.000,0.088,0,10,
2670,2008,334412,44604,0.000,72,0.000,0.083,0,72,
2671,2008,334413,140684,0.001,125,0.000,0.045,0,125,
2672,2008,334414,6814,0.000,175,0.000,1.313,175,0,23.849
2673,2008,334415,5124,0.000,10,0.000,0.100,0,10,
2674,2008,334416,12594,0.000,60,0.000,0.244,0,60,
2675,2008,334417,20740,0.000,175,0.000,0.431,0,175,
2676,2008,334418,80462,0.001,175,0.000,0.111,0,175,
2677,2008,334419,55141,0.000,101,0.000,0.094,0,101,
2678,2008,3345//,416736,0.004,2981,0.001,0.366,0,2981,
2679,2008,33451/,416736,0.004,2981,0.001,0.366,0,2981,
2680,2008,334510,65417,0.001,70,0.000,0.055,0,70,
2681,2008,334511,149901,0.001,375,0.000,0.128,0,375,
2682,2008,334512,13380,0.000,408,0.000,1.559,408,0,35.863
2683,2008,334513,35496,0.000,750,0.000,1.080,750,0,7.438
2684,2008,334514,15827,0.000,750,0.000,2.423,750,0,58.728
2685,2008,334515,51053,0.000,60,0.000,0.060,0,60,
2686,2008,334516,37541,0.000,375,0.000,0.511,0,375,
2687,2008,334517,20979,0.000,10,0.000,0.024,0,10,
2688,2008,334518,2957,0.000,175,0.000,3.026,175,0,66.953
2689,2008,334519,36190,0.000,60,0.000,0.085,0,60,
2690,2008,3346//,30289,0.000,60,0.000,0.101,0,60,
2691,2008,33461/,30289,0.000,60,0.000,0.101,0,60,
2692,2008,334611,2953,0.000,10,0.000,0.173,0,10,
2693,2008,334612,19410,0.000,60,0.000,0.158,0,60,
2694,2008,334613,7695,0.000,10,0.000,0.066,0,10,
2695,2008,335///,394380,0.003,4744,0.002,0.615,0,4744,
2696,2008,3351//,57976,0.001,80,0.000,0.071,0,80,
2697,2008,33512/,47861,0.000,80,0.000,0.085,0,80,
2698,2008,335121,11774,0.000,10,0.000,0.043,0,10,
2699,2008,335122,20561,0.000,60,0.000,0.149,0,60,
2700,2008,335129,17163,0.000,60,0.000,0.179,0,60,
2701,2008,3352//,56558,0.000,175,0.000,0.158,0,175,
2702,2008,33521/,10740,0.000,10,0.000,0.048,0,10,
2703,2008,335211,7227,0.000,10,0.000,0.071,0,10,
2704,2008,33522/,46258,0.000,175,0.000,0.193,0,175,
2705,2008,335221,13088,0.000,175,0.000,0.684,0,175,
2706,2008,3353//,133013,0.001,1750,0.001,0.673,0,1750,
2707,2008,33531/,133013,0.001,1750,0.001,0.673,0,1750,
2708,2008,335311,21757,0.000,10,0.000,0.024,0,10,
2709,2008,335312,38238,0.000,750,0.000,1.003,750,0,0.288
2710,2008,335313,37330,0.000,750,0.000,1.027,750,0,2.656
2711,2008,335314,39893,0.000,78,0.000,0.100,0,78,
2712,2008,3359//,155557,0.001,2770,0.001,0.910,0,2770,
2713,2008,33591/,27860,0.000,375,0.000,0.688,0,375,
2714,2008,335911,22188,0.000,375,0.000,0.864,0,375,
2715,2008,33592/,35492,0.000,2015,0.001,2.903,2014,1,65.552
2716,2008,335921,6200,0.000,750,0.000,6.185,750,0,83.832
2717,2008,335929,30088,0.000,1750,0.001,2.974,1750,0,66.375
2718,2008,33593/,50383,0.000,375,0.000,0.381,0,375,
2719,2008,335931,33984,0.000,175,0.000,0.263,0,175,
2720,2008,335932,17160,0.000,175,0.000,0.521,0,175,
2721,2008,33599/,43792,0.000,10,0.000,0.012,0,10,
2722,2008,335999,35793,0.000,10,0.000,0.014,0,10,
2723,2008,336///,1487376,0.013,16174,0.007,0.556,0,16174,
2724,2008,3361//,195229,0.002,750,0.000,0.196,0,750,
2725,2008,33611/,157004,0.001,750,0.000,0.244,0,750,
2726,2008,336111,71363,0.001,60,0.000,0.043,0,60,
2727,2008,336112,82724,0.001,750,0.000,0.464,0,750,
2728,2008,3362//,119835,0.001,585,0.000,0.250,0,585,
2729,2008,33621/,119835,0.001,585,0.000,0.250,0,585,
2730,2008,336211,46754,0.000,490,0.000,0.536,0,490,
2731,2008,336212,23734,0.000,10,0.000,0.022,0,10,
2732,2008,336214,41794,0.000,86,0.000,0.105,0,86,
2733,2008,3363//,522597,0.005,3369,0.002,0.330,0,3369,
2734,2008,33631/,62039,0.001,175,0.000,0.144,0,175,
2735,2008,336311,9047,0.000,10,0.000,0.057,0,10,
2736,2008,336312,52244,0.000,175,0.000,0.171,0,175,
2737,2008,33632/,60016,0.001,560,0.000,0.477,0,560,
2738,2008,336322,47761,0.000,560,0.000,0.600,0,560,
2739,2008,33633/,35611,0.000,175,0.000,0.251,0,175,
2740,2008,336330,35611,0.000,175,0.000,0.251,0,175,
2741,2008,33634/,24177,0.000,175,0.000,0.370,0,175,
2742,2008,336340,24177,0.000,175,0.000,0.370,0,175,
2743,2008,33635/,79825,0.001,375,0.000,0.240,0,375,
2744,2008,336350,79825,0.001,375,0.000,0.240,0,375,
2745,2008,33636/,49088,0.000,375,0.000,0.391,0,375,
2746,2008,336360,49088,0.000,375,0.000,0.391,0,375,
2747,2008,33637/,88553,0.001,415,0.000,0.240,0,415,
2748,2008,336370,88553,0.001,415,0.000,0.240,0,415,
2749,2008,33639/,142217,0.001,835,0.000,0.300,0,835,
2750,2008,336391,15265,0.000,10,0.000,0.033,0,10,
2751,2008,336399,127289,0.001,833,0.000,0.335,0,833,
2752,2008,3364//,416541,0.004,7500,0.003,0.921,0,7500,
2753,2008,33641/,416541,0.004,7500,0.003,0.921,0,7500,
2754,2008,336411,164537,0.001,7500,0.003,2.331,7489,11,57.094
2755,2008,336412,75953,0.001,175,0.000,0.118,0,175,
2756,2008,336413,117635,0.001,60,0.000,0.026,0,60,
2757,2008,3365//,33709,0.000,750,0.000,1.138,750,0,12.098
2758,2008,33651/,33709,0.000,750,0.000,1.138,750,0,12.098
2759,2008,336510,33709,0.000,750,0.000,1.138,750,0,12.098
2760,2008,3366//,144366,0.001,10,0.000,0.004,0,10,
2761,2008,33661/,144366,0.001,10,0.000,0.004,0,10,
2762,2008,336612,45084,0.000,10,0.000,0.011,0,10,
2763,2008,3369//,46999,0.000,1750,0.001,1.904,1749,1,47.475
2764,2008,33699/,46999,0.000,1750,0.001,1.904,1749,1,47.475
2765,2008,336991,16157,0.000,60,0.000,0.190,0,60,
2766,2008,336992,15587,0.000,375,0.000,1.230,375,0,18.709
2767,2008,336999,14393,0.000,1750,0.001,6.217,1750,0,83.915
2768,2008,337///,449718,0.004,7024,0.003,0.799,0,7024,
2769,2008,3371//,276088,0.002,3511,0.002,0.650,0,3511,
2770,2008,33711/,118228,0.001,2642,0.001,1.143,2639,3,12.481
2771,2008,337110,118228,0.001,2642,0.001,1.143,2639,3,12.481
2772,2008,33712/,162471,0.001,869,0.000,0.273,0,869,
2773,2008,337121,59978,0.001,175,0.000,0.149,0,175,
2774,2008,337122,50944,0.000,189,0.000,0.190,0,189,
2775,2008,337124,11329,0.000,80,0.000,0.361,0,80,
2776,2008,337125,4432,0.000,60,0.000,0.692,0,60,
2777,2008,337127,36406,0.000,403,0.000,0.566,0,403,
2778,2008,337129,3426,0.000,29,0.000,0.433,0,29,
2779,2008,3372//,139502,0.001,2587,0.001,0.948,0,2587,
2780,2008,33721/,139502,0.001,2587,0.001,0.948,0,2587,
2781,2008,337211,17594,0.000,7,0.000,0.020,0,7,
2782,2008,337212,49239,0.000,1040,0.000,1.080,1040,0,7.405
2783,2008,337214,27813,0.000,375,0.000,0.689,0,375,
2784,2008,337215,45662,0.000,1044,0.000,1.169,1044,0,14.460
2785,2008,3379//,43503,0.000,926,0.000,1.088,926,0,8.120
2786,2008,33791/,24717,0.000,504,0.000,1.043,504,0,4.087
2787,2008,337910,24717,0.000,504,0.000,1.043,504,0,4.087
2788,2008,33792/,19538,0.000,375,0.000,0.981,0,375,
2789,2008,337920,19538,0.000,375,0.000,0.981,0,375,
2790,2008,339///,638437,0.006,7193,0.003,0.576,0,7193,
2791,2008,3391//,310639,0.003,3103,0.001,0.511,0,3103,
2792,2008,33911/,310639,0.003,3103,0.001,0.511,0,3103,
2793,2008,339112,113821,0.001,375,0.000,0.168,0,375,
2794,2008,339113,108241,0.001,700,0.000,0.331,0,700,
2795,2008,339114,17491,0.000,57,0.000,0.167,0,57,
2796,2008,339115,25462,0.000,1142,0.001,2.293,1142,0,56.395
2797,2008,339116,50430,0.000,777,0.000,0.788,0,777,
2798,2008,3399//,327668,0.003,4090,0.002,0.638,0,4090,
2799,2008,33991/,34760,0.000,60,0.000,0.088,0,60,
2800,2008,339911,26129,0.000,43,0.000,0.084,0,43,
2801,2008,339913,2780,0.000,10,0.000,0.184,0,10,
2802,2008,339914,6265,0.000,10,0.000,0.082,0,10,
2803,2008,33992/,48816,0.000,620,0.000,0.649,0,620,
2804,2008,339920,48816,0.000,620,0.000,0.649,0,620,
2805,2008,33993/,12333,0.000,38,0.000,0.158,0,38,
2806,2008,339932,10801,0.000,38,0.000,0.180,0,38,
2807,2008,33994/,17390,0.000,335,0.000,0.985,0,335,
2808,2008,339942,5983,0.000,375,0.000,3.205,375,0,68.797
2809,2008,339943,6157,0.000,55,0.000,0.457,0,55,
2810,2008,33995/,92153,0.001,1400,0.001,0.777,0,1400,
2811,2008,339950,92153,0.001,1400,0.001,0.777,0,1400,
2812,2008,33999/,137193,0.001,1643,0.001,0.612,0,1643,
2813,2008,339991,30590,0.000,60,0.000,0.100,0,60,
2814,2008,339992,14010,0.000,10,0.000,0.036,0,10,
2815,2008,339993,5451,0.000,10,0.000,0.094,0,10,
2816,2008,339994,10893,0.000,130,0.000,0.610,0,130,
2817,2008,339995,3183,0.000,60,0.000,0.964,0,60,
2818,2008,339999,77015,0.001,1410,0.001,0.936,0,1410,
2819,2008,42----,5911884,0.052,147097,0.066,1.272,139429,7668,21.398
2820,2008,423///,3422285,0.030,89143,0.040,1.332,86453,2690,24.917
2821,2008,4231//,387640,0.003,9115,0.004,1.202,9084,31,16.826
2822,2008,42311/,131117,0.001,3147,0.001,1.227,3143,4,18.515
2823,2008,423110,131117,0.001,3147,0.001,1.227,3143,4,18.515
2824,2008,42312/,215876,0.002,4849,0.002,1.149,4840,9,12.931
